observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
ERK_PP		model1_data2	0	1800	ERK_t	0.1	lin	normal
ERK_PP		model1_data2	9.7	1950	ERK_t	3.4	lin	normal
ERK_PP		model1_data2	46	2100	ERK_t	6.8	lin	normal
ERK_PP		model1_data2	58	2250	ERK_t	1.9	lin	normal
ERK_PP		model1_data2	54	2400	ERK_t	4	lin	normal
ERK_PP		model1_data2	26	2700	ERK_t	4.3	lin	normal
ERK_PP		model1_data2	27	3600	ERK_t	2.7	lin	normal
ERK_PP		model1_data2	24	4500	ERK_t	1.2	lin	normal
ERK_PP		model1_data2	23	5400	ERK_t	0.94	lin	normal
ERK_PP		model1_data2	17	9000	ERK_t	2.3	lin	normal
AKT_PP		model1_data2	0	1800	AKT_t	0.1	lin	normal
AKT_PP		model1_data2	45	1950	AKT_t	4.7	lin	normal
AKT_PP		model1_data2	79	2100	AKT_t	3.2	lin	normal
AKT_PP		model1_data2	86	2250	AKT_t	4.6	lin	normal
AKT_PP		model1_data2	97	2400	AKT_t	3.2	lin	normal
AKT_PP		model1_data2	91	2700	AKT_t	2.9	lin	normal
AKT_PP		model1_data2	85	3600	AKT_t	2.8	lin	normal
AKT_PP		model1_data2	72	4500	AKT_t	2.6	lin	normal
AKT_PP		model1_data2	73	5400	AKT_t	1.8	lin	normal
AKT_PP		model1_data2	68	9000	AKT_t	2.3	lin	normal
ERB_B1_P_tot		model1_data3	0	1800	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	1950	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	2100	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	2250	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	2400	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	2700	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	3600	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	4500	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	5400	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data3	0	9000	EGFR_t	0.1	lin	normal
ERK_PP		model1_data3	0	1800	ERK_t	0.1	lin	normal
ERK_PP		model1_data3	8.8	1950	ERK_t	2.3	lin	normal
ERK_PP		model1_data3	43	2100	ERK_t	8.9	lin	normal
ERK_PP		model1_data3	46	2250	ERK_t	5.8	lin	normal
ERK_PP		model1_data3	40	2400	ERK_t	3.3	lin	normal
ERK_PP		model1_data3	26	2700	ERK_t	2.5	lin	normal
ERK_PP		model1_data3	27	3600	ERK_t	0.38	lin	normal
ERK_PP		model1_data3	18	4500	ERK_t	3.6	lin	normal
ERK_PP		model1_data3	11	5400	ERK_t	2.5	lin	normal
ERK_PP		model1_data3	2.7	9000	ERK_t	0.75	lin	normal
AKT_PP		model1_data3	0	1800	AKT_t	0.1	lin	normal
AKT_PP		model1_data3	1.7	1950	AKT_t	0.98	lin	normal
AKT_PP		model1_data3	44	2100	AKT_t	11.1	lin	normal
AKT_PP		model1_data3	43	2250	AKT_t	5.6	lin	normal
AKT_PP		model1_data3	50	2400	AKT_t	3.1	lin	normal
AKT_PP		model1_data3	45	2700	AKT_t	4.5	lin	normal
AKT_PP		model1_data3	35	3600	AKT_t	5.1	lin	normal
AKT_PP		model1_data3	40	4500	AKT_t	14.1	lin	normal
AKT_PP		model1_data3	28	5400	AKT_t	9.7	lin	normal
AKT_PP		model1_data3	28	9000	AKT_t	5.6	lin	normal
ERB_B1_P_tot		model1_data4	0	1800	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	1950	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	2100	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	2250	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	2400	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	2700	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	3600	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	4500	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	5400	EGFR_t	0.1	lin	normal
ERB_B1_P_tot		model1_data4	0	9000	EGFR_t	0.1	lin	normal
ERK_PP		model1_data4	0	1800	ERK_t	0.1	lin	normal
ERK_PP		model1_data4	8.8	1950	ERK_t	2.3	lin	normal
ERK_PP		model1_data4	43	2100	ERK_t	8.9	lin	normal
ERK_PP		model1_data4	46	2250	ERK_t	5.8	lin	normal
ERK_PP		model1_data4	40	2400	ERK_t	3.3	lin	normal
ERK_PP		model1_data4	26	2700	ERK_t	2.5	lin	normal
ERK_PP		model1_data4	27	3600	ERK_t	0.38	lin	normal
ERK_PP		model1_data4	18	4500	ERK_t	3.6	lin	normal
ERK_PP		model1_data4	11	5400	ERK_t	2.5	lin	normal
ERK_PP		model1_data4	2.7	9000	ERK_t	0.75	lin	normal
AKT_PP		model1_data4	0	1800	AKT_t	0.1	lin	normal
AKT_PP		model1_data4	1.7	1950	AKT_t	0.98	lin	normal
AKT_PP		model1_data4	44	2100	AKT_t	11.1	lin	normal
AKT_PP		model1_data4	43	2250	AKT_t	5.6	lin	normal
AKT_PP		model1_data4	50	2400	AKT_t	3.1	lin	normal
AKT_PP		model1_data4	45	2700	AKT_t	4.5	lin	normal
AKT_PP		model1_data4	35	3600	AKT_t	5.1	lin	normal
AKT_PP		model1_data4	40	4500	AKT_t	14.1	lin	normal
AKT_PP		model1_data4	28	5400	AKT_t	9.7	lin	normal
AKT_PP		model1_data4	28	9000	AKT_t	5.6	lin	normal
