observableId	simulationCondition	preequilibrationCondition	observableParameters	time	measurement	noiseParameters
Bacnorm	model1_data1			1335	0.070177414	
Bacnorm	model1_data1			1340	0.074325398	
Bacnorm	model1_data1			1345	0.076737526	
Bacnorm	model1_data1			1350	0.078338097	
Bacnorm	model1_data1			1355	0.082576249	
Bacnorm	model1_data1			1360	0.084875677	
Bacnorm	model1_data1			1365	0.088392425	
Bacnorm	model1_data1			1370	0.090398793	
Bacnorm	model1_data1			1375	0.094546762	
Bacnorm	model1_data1			1380	0.09659821	
Bacnorm	model1_data1			1385	0.100295327	
Bacnorm	model1_data1			1390	0.102977974	
Bacnorm	model1_data1			1395	0.105976247	
Bacnorm	model1_data1			1400	0.108951944	
Bacnorm	model1_data1			1405	0.112401104	
Bacnorm	model1_data1			1410	0.114790703	
Bacnorm	model1_data1			1415	0.117721336	
Bacnorm	model1_data1			1420	0.121666393	
Bacnorm	model1_data1			1425	0.125386054	
Bacnorm	model1_data1			1430	0.127865826	
Bacnorm	model1_data1			1435	0.131608027	
Bacnorm	model1_data1			1440	0.135665833	
Bacnorm	model1_data1			1445	0.137559462	
Bacnorm	model1_data1			1450	0.142383732	
Bacnorm	model1_data1			1455	0.145787765	
Bacnorm	model1_data1			1460	0.148628227	
Bacnorm	model1_data1			1465	0.152686054	
Bacnorm	model1_data1			1470	0.155797032	
Bacnorm	model1_data1			1475	0.158660034	
Bacnorm	model1_data1			1480	0.163191245	
Bacnorm	model1_data1			1485	0.166798168	
Bacnorm	model1_data1			1490	0.169818993	
Bacnorm	model1_data1			1495	0.17317794	
Bacnorm	model1_data1			1500	0.177799333	
Bacnorm	model1_data1			1505	0.181947308	
Bacnorm	model1_data1			1510	0.185373887	
Bacnorm	model1_data1			1515	0.189341521	
Bacnorm	model1_data1			1520	0.192880817	
Bacnorm	model1_data1			1525	0.196735728	
Bacnorm	model1_data1			1530	0.200590635	
Bacnorm	model1_data1			1535	0.204490632	
Bacnorm	model1_data1			1540	0.207917235	
Bacnorm	model1_data1			1545	0.212493515	
Bacnorm	model1_data1			1550	0.216596405	
Bacnorm	model1_data1			1555	0.220180785	
Bacnorm	model1_data1			1560	0.223156517	
Bacnorm	model1_data1			1565	0.228048412	
Bacnorm	model1_data1			1570	0.232083676	
Bacnorm	model1_data1			1575	0.234540897	
Bacnorm	model1_data1			1580	0.240717791	
Bacnorm	model1_data1			1585	0.245790049	
Bacnorm	model1_data1			1590	0.248901012	
Bacnorm	model1_data1			1595	0.253364592	
Bacnorm	model1_data1			1600	0.256678465	
Bacnorm	model1_data1			1605	0.258008524	
Bacnorm	model1_data1			1610	0.264230482	
Bacnorm	model1_data1			1615	0.26758945	
Bacnorm	model1_data1			1620	0.27277442	
Bacnorm	model1_data1			1625	0.276854753	
Bacnorm	model1_data1			1630	0.280574415	
Bacnorm	model1_data1			1635	0.283189448	
Bacnorm	model1_data1			1640	0.287269777	
Bacnorm	model1_data1			1645	0.289929895	
Bacnorm	model1_data1			1650	0.295002156	
Bacnorm	model1_data1			1655	0.299285364	
Bacnorm	model1_data1			1660	0.304673225	
Bacnorm	model1_data1			1665	0.308753586	
Bacnorm	model1_data1			1670	0.312585935	
Bacnorm	model1_data1			1675	0.316936806	
Bacnorm	model1_data1			1680	0.321107321	
Bacnorm	model1_data1			1685	0.32572872	
Bacnorm	model1_data1			1690	0.329583612	
Bacnorm	model1_data1			1695	0.33364142	
Bacnorm	model1_data1			1700	0.337113114	
Bacnorm	model1_data1			1705	0.341757027	
Bacnorm	model1_data1			1710	0.346941983	
Bacnorm	model1_data1			1715	0.352149513	
Bacnorm	model1_data1			1720	0.35611714	
Bacnorm	model1_data1			1725	0.360963968	
Bacnorm	model1_data1			1730	0.365630424	
Bacnorm	model1_data1			1735	0.369913676	
Bacnorm	model1_data1			1740	0.373655843	
Bacnorm	model1_data1			1745	0.379990542	
Bacnorm	model1_data1			1750	0.38409344	
Bacnorm	model1_data1			1755	0.388286473	
Bacnorm	model1_data1			1760	0.393741978	
Bacnorm	model1_data1			1765	0.399017081	
Bacnorm	model1_data1			1770	0.403142576	
Bacnorm	model1_data1			1775	0.409274347	
Bacnorm	model1_data1			1780	0.414684754	
Bacnorm	model1_data1			1785	0.417592804	
Bacnorm	model1_data1			1790	0.424243091	
Bacnorm	model1_data1			1795	0.43060036	
Bacnorm	model1_data1			1800	0.433080108	
Bacnorm	model1_data1			1805	0.438265099	
Bacnorm	model1_data1			1810	0.444577188	
Bacnorm	model1_data1			1815	0.450573724	
Bacnorm	model1_data1			1820	0.452670262	
Bacnorm	model1_data1			1825	0.460177225	
Bacnorm	model1_data1			1830	0.4647535	
Bacnorm	model1_data1			1835	0.469217106	
Bacnorm	model1_data1			1840	0.473838478	
Bacnorm	model1_data1			1845	0.480015315	
Bacnorm	model1_data1			1850	0.48427605	
Bacnorm	model1_data1			1855	0.489167948	
Bacnorm	model1_data1			1860	0.494420498	
Bacnorm	model1_data1			1865	0.498455792	
Bacnorm	model1_data1			1870	0.505737308	
Bacnorm	model1_data1			1875	0.508825696	
Bacnorm	model1_data1			1880	0.513627471	
Bacnorm	model1_data1			1885	0.519488748	
Bacnorm	model1_data1			1890	0.522937854	
Bacnorm	model1_data1			1895	0.526725106	
Bacnorm	model1_data1			1900	0.532248226	
Bacnorm	model1_data1			1905	0.536847108	
Bacnorm	model1_data1			1910	0.540025732	
Bacnorm	model1_data1			1915	0.544872506	
Bacnorm	model1_data1			1920	0.547014168	
Bacnorm	model1_data1			1925	0.550959259	
Bacnorm	model1_data1			1930	0.554836653	
Bacnorm	model1_data1			1935	0.558849416	
Bacnorm	model1_data1			1940	0.559841301	
Bacnorm	model1_data1			1945	0.563583471	
Bacnorm	model1_data1			1950	0.565274275	
Bacnorm	model1_data1			1955	0.568430346	
Bacnorm	model1_data1			1960	0.570955147	
Bacnorm	model1_data1			1965	0.572127446	
Bacnorm	model1_data1			1970	0.574539548	
Bacnorm	model1_data1			1975	0.576996752	
Bacnorm	model1_data1			1980	0.578867893	
Bacnorm	model1_data1			1985	0.57963432	
Bacnorm	model1_data1			1990	0.582497363	
Bacnorm	model1_data1			1995	0.583263801	
Bacnorm	model1_data1			2000	0.586284658	
Bacnorm	model1_data1			2005	0.586915838	
Bacnorm	model1_data1			2010	0.588516435	
Bacnorm	model1_data1			2015	0.591875359	
Bacnorm	model1_data1			2020	0.592123345	
Bacnorm	model1_data1			2025	0.591852846	
Bacnorm	model1_data1			2030	0.594896176	
Bacnorm	model1_data1			2035	0.597556332	
Bacnorm	model1_data1			2040	0.598638355	
Bacnorm	model1_data1			2045	0.60107309	
Bacnorm	model1_data1			2050	0.602200243	
Bacnorm	model1_data1			2055	0.603237222	
Bacnorm	model1_data1			2060	0.606415841	
Bacnorm	model1_data1			2065	0.605852228	
Bacnorm	model1_data1			2070	0.606934354	
Bacnorm	model1_data1			2075	0.609278832	
Bacnorm	model1_data1			2080	0.612186908	
Bacnorm	model1_data1			2085	0.611397913	
Bacnorm	model1_data1			2090	0.614486373	
Bacnorm	model1_data1			2095	0.616515254	
Bacnorm	model1_data1			2100	0.615906598	
Bacnorm	model1_data1			2105	0.61757479	
Bacnorm	model1_data1			2110	0.618093294	
Bacnorm	model1_data1			2115	0.620550543	
Bacnorm	model1_data1			2120	0.623030302	
Bacnorm	model1_data1			2125	0.622601933	
Bacnorm	model1_data1			2130	0.623729124	
Bacnorm	model1_data1			2135	0.625960893	
Bacnorm	model1_data1			2140	0.626749909	
Bacnorm	model1_data1			2145	0.627764383	
Bacnorm	model1_data1			2150	0.627719326	
Bacnorm	model1_data1			2155	0.630830258	
Bacnorm	model1_data1			2160	0.630785224	
Bacnorm	model1_data1			2165	0.63227305	
Bacnorm	model1_data1			2170	0.633107174	
Bacnorm	model1_data1			2175	0.634437222	
Bacnorm	model1_data1			2180	0.635406543	
Bacnorm	model1_data1			2185	0.634256882	
Bacnorm	model1_data1			2190	0.637074804	
Bacnorm	model1_data1			2195	0.638021578	
Bacnorm	model1_data1			2200	0.639825035	
Bacnorm	model1_data1			2205	0.639734899	
Bacnorm	model1_data1			2210	0.64065919	
Bacnorm	model1_data1			2215	0.640005385	
Bacnorm	model1_data1			2220	0.641538391	
Bacnorm	model1_data1			2225	0.640591527	
Bacnorm	model1_data1			2230	0.643319287	
Bacnorm	model1_data1			2235	0.644987502	
Bacnorm	model1_data1			2240	0.643995595	
Bacnorm	model1_data1			2245	0.646182306	
Bacnorm	model1_data1			2250	0.644063193	
Bacnorm	model1_data1			2255	0.646295018	
Bacnorm	model1_data1			2260	0.647309443	
Bacnorm	model1_data1			2265	0.647174231	
Bacnorm	model1_data1			2270	0.649406014	
Bacnorm	model1_data1			2275	0.649496145	
Bacnorm	model1_data1			2280	0.650578215	
Bacnorm	model1_data1			2285	0.649676542	
Bacnorm	model1_data1			2290	0.651051676	
Bacnorm	model1_data1			2295	0.650217529	
Bacnorm	model1_data1			2300	0.6523817	
Bacnorm	model1_data1			2305	0.651232025	
Bacnorm	model1_data1			2310	0.65269734	
Bacnorm	model1_data1			2315	0.65278748	
Bacnorm	model1_data1			2320	0.654523316	
Bacnorm	model1_data1			2325	0.654636018	
Bacnorm	model1_data1			2330	0.653553928	
Bacnorm	model1_data1			2335	0.653260905	
Bacnorm	model1_data1			2340	0.656597335	
Bacnorm	model1_data1			2345	0.654771319	
Bacnorm	model1_data1			2350	0.656416959	
Bacnorm	model1_data1			2355	0.654884038	
Bacnorm	model1_data1			2360	0.657183415	
Bacnorm	model1_data1			2365	0.656710051	
Bacnorm	model1_data1			2370	0.657003092	
Bacnorm	model1_data1			2375	0.658152788	
Bacnorm	model1_data1			2380	0.658558584	
Bacnorm	model1_data1			2385	0.658062623	
Bacnorm	model1_data1			2390	0.657566682	
Bacnorm	model1_data1			2395	0.657656821	
Bacnorm	model1_data1			2400	0.659077059	
Bacnorm	model1_data1			2405	0.658130251	
Bacnorm	model1_data1			2410	0.657882306	
Bacnorm	model1_data1			2415	0.658761459	
Bacnorm	model1_data1			2420	0.658829103	
Bacnorm	model1_data1			2425	0.659843534	
Bacnorm	model1_data1			2430	0.659730822	
Bacnorm	model1_data1			2435	0.660001338	
Bacnorm	model1_data1			2440	0.659775938	
Bacnorm	model1_data1			2445	0.658603654	
Bacnorm	model1_data1			2450	0.658986921	
Bacnorm	model1_data1			2455	0.659099628	
Bacnorm	model1_data1			2460	0.658490924	
Bacnorm	model1_data1			2465	0.658288046	
Bacnorm	model1_data1			2470	0.659460326	
Bacnorm	model1_data1			2475	0.659415208	
Bacnorm	model1_data1			2480	0.65882911	
Bacnorm	model1_data1			2485	0.658536025	
Bacnorm	model1_data1			2490	0.658220408	
Bacnorm	model1_data1			2495	0.65725104	
Bacnorm	model1_data1			2500	0.656552246	
Bacnorm	model1_data1			2505	0.656755145	
Bacnorm	model1_data1			2510	0.656033715	
Bacnorm	model1_data1			2515	0.657093265	
Bacnorm	model1_data1			2520	0.656191511	
Bacnorm	model1_data1			2525	0.658085151	
Bacnorm	model1_data1			2530	0.656619839	
Bacnorm	model1_data1			2535	0.65571813	
Bacnorm	model1_data1			2540	0.655109445	
Bacnorm	model1_data1			2545	0.655357399	
Bacnorm	model1_data1			2550	0.655492675	
Bacnorm	model1_data1			2555	0.65495166	
Bacnorm	model1_data1			2560	0.654297861	
Bacnorm	model1_data1			2565	0.654094976	
Bacnorm	model1_data1			2570	0.653892121	
Bacnorm	model1_data1			2575	0.653306012	
Bacnorm	model1_data1			2580	0.653689207	
Bacnorm	model1_data1			2585	0.651367264	
Bacnorm	model1_data1			2590	0.650307729	
Bacnorm	model1_data1			2595	0.652359136	
Bacnorm	model1_data1			2600	0.651615267	
Bacnorm	model1_data1			2605	0.649045276	
Bacnorm	model1_data1			2610	0.649541236	
Bacnorm	model1_data1			2615	0.65042046	
Bacnorm	model1_data1			2620	0.649338385	
Bacnorm	model1_data1			2625	0.648278833	
Bacnorm	model1_data1			2630	0.649451078	
Bacnorm	model1_data1			2635	0.648616959	
Bacnorm	model1_data1			2640	0.649563765	
Bacnorm	model1_data1			2645	0.646813485	
Bacnorm	model1_data1			2650	0.647016415	
Bacnorm	model1_data1			2655	0.647715254	
Bacnorm	model1_data1			2660	0.647377099	
Bacnorm	model1_data1			2665	0.647557406	
Bacnorm	model1_data1			2670	0.647264364	
Bacnorm	model1_data1			2675	0.649586332	
Bacnorm	model1_data1			2680	0.648864982	
Bacnorm	model1_data1			2685	0.646655687	
Bacnorm	model1_data1			2690	0.648075953	
Bacnorm	model1_data1			2695	0.64636263	
Bacnorm	model1_data1			2700	0.644807156	
Bacnorm	model1_data1			2705	0.645821576	
Bacnorm	model1_data1			2710	0.643837755	
Bacnorm	model1_data1			2715	0.644175957	
Bacnorm	model1_data1			2720	0.642597876	
Bacnorm	model1_data1			2725	0.642575351	
Bacnorm	model1_data1			2730	0.641921579	
Bacnorm	model1_data1			2735	0.64041118	
Bacnorm	model1_data1			2740	0.639081129	
Bacnorm	model1_data1			2745	0.636781723	
Bacnorm	model1_data1			2750	0.637390355	
Bacnorm	model1_data1			2755	0.634888074	
Bacnorm	model1_data1			2760	0.635045848	
Bacnorm	model1_data1			2765	0.635519287	
Bacnorm	model1_data1			2770	0.632701364	
Bacnorm	model1_data1			2775	0.632475906	
Bacnorm	model1_data1			2780	0.631168434	
Bacnorm	model1_data1			2785	0.630334296	
Bacnorm	model1_data1			2790	0.629342428	
Bacnorm	model1_data1			2795	0.628057419	
Bacnorm	model1_data1			2800	0.628327974	
Bacnorm	model1_data1			2805	0.627989788	
Bacnorm	model1_data1			2810	0.626141289	
Bacnorm	model1_data1			2815	0.625419846	
Bacnorm	model1_data1			2820	0.624721053	
Bacnorm	model1_data1			2825	0.624450541	
Bacnorm	model1_data1			2830	0.622511778	
Bacnorm	model1_data1			2835	0.622895001	
Bacnorm	model1_data1			2840	0.622128516	
Bacnorm	model1_data1			2845	0.622083471	
Bacnorm	model1_data1			2850	0.620325072	
Bacnorm	model1_data1			2855	0.620280007	
Bacnorm	model1_data1			2860	0.619085188	
Bacnorm	model1_data1			2865	0.619355684	
Bacnorm	model1_data1			2870	0.617755138	
Bacnorm	model1_data1			2875	0.617033721	
Bacnorm	model1_data1			2880	0.617507146	
Bacnorm	model1_data1			2885	0.616380015	
Bacnorm	model1_data1			2890	0.614959756	
Bacnorm	model1_data1			2895	0.615906612	
Bacnorm	model1_data1			2900	0.615252851	
Bacnorm	model1_data1			2905	0.615455744	
Bacnorm	model1_data1			2910	0.614170757	
Bacnorm	model1_data1			2915	0.612637811	
Bacnorm	model1_data1			2920	0.613629698	
Bacnorm	model1_data1			2925	0.61347193	
Bacnorm	model1_data1			2930	0.612885753	
Bacnorm	model1_data1			2935	0.610586359	
Bacnorm	model1_data1			2940	0.612525102	
Bacnorm	model1_data1			2945	0.612277118	
Bacnorm	model1_data1			2950	0.611307733	
Bacnorm	model1_data1			2955	0.61051873	
Bacnorm	model1_data1			2960	0.610969574	
Bacnorm	model1_data1			2965	0.610451125	
Bacnorm	model1_data1			2970	0.608557439	
Bacnorm	model1_data1			2975	0.609797314	
Bacnorm	model1_data1			2980	0.609616989	
Bacnorm	model1_data1			2985	0.608602524	
Bacnorm	model1_data1			2990	0.609436643	
Bacnorm	model1_data1			2995	0.608782922	
Bacnorm	model1_data1			3000	0.609369042	
Bacnorm	model1_data1			3005	0.607204873	
Bacnorm	model1_data1			3010	0.608016393	
Bacnorm	model1_data1			3015	0.607137242	
Bacnorm	model1_data1			3020	0.607768433	
Bacnorm	model1_data1			3025	0.606460942	
Bacnorm	model1_data1			3030	0.607881168	
Bacnorm	model1_data1			3035	0.607881138	
Bacnorm	model1_data1			3040	0.60810658	
Bacnorm	model1_data1			3045	0.606911815	
Bacnorm	model1_data1			3050	0.608264373	
Bacnorm	model1_data1			3055	0.607745914	
Bacnorm	model1_data1			3060	0.608106583	
Bacnorm	model1_data1			3065	0.607948796	
