observable	conditionRef	condition	measurement	time	scaling	offset	sigma	observableTransformation
yCERTt	model1_data1	model1_data2	509860.755350048	0	1	0	244727220419	lin
yCERTt_ExpError	model1_data1	model1_data3	1	0	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	2.06291920069505	3	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.69749033340629	6	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	6.19962898581843	24	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	4.5143921764898	24.25	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	5.67508619692301	24.5	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	5.74540765108806	25	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	4.61972736400037	26	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	3.924655415699	27	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1	0	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.7144030399485	3	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.72091177522576	6	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	3.26187766886831	24	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	2.7968843997272	24.25	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	2.64929280923813	24.5	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	2.49079102046721	25	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.63371003743017	26	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	2.9095039545272	27	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1	0	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.46471943994649	3	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.98960943497944	6	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	3.46661672424327	24	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.42776218239401	24.25	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.95707567410542	24.5	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	2.24289745043056	25	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	3.19320545814318	26	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.2777568346302	27	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1	0	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.1691272731288	3	1	0	0.974100018572643	lin
yCERTt_ExpError	model1_data1	model1_data3	1.71919841003077	6	1	0	0.974100018572643	lin
yCERTpRN24	model1_data1	model1_data3	1	24	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.962124586579204	24.25	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.949774247758145	24.5	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.895086315126613	25	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.886876862369963	26	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.91777751401838	27	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	1	24	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.748911635410365	24.25	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.84635189057218	24.5	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.854434581881533	25	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.709758930359761	26	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.889224346797661	27	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	1	24	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.979999065095507	24.25	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.788311235582776	24.5	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.808386776427916	25	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.867731427052725	26	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.829811409766956	27	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	1	24	1	0	0.066162154188523	lin
yCERTpRN24	model1_data1	model1_data3	0.971393151131259	24.5	1	0	0.066162154188523	lin
yPKDt	model1_data1	model1_data3	466570.237448675	0	1	0	1910527835	lin
yPKDt	model1_data1	model1_data3	466570.237448675	0	1	0	1910527835	lin
yPKDt	model1_data1	model1_data3	466570.237448675	0	1	0	1910527835	lin
yPI4K3Bt	model1_data1	model1_data3	1910527.83511041	0	1	0	887676131	lin
yPI4K3Bt	model1_data1	model1_data3	1910527.83511041	0	1	0	887676131	lin
yPI4K3Bt	model1_data1	model1_data3	1910527.83511041	0	1	0	887676131	lin
yCERTt	model1_data1	model1_data3	465126404.56577	24	1	0	244727220419	lin
yCERTt	model1_data1	model1_data3	465126404.56577	24	1	0	244727220419	lin
yCERTt	model1_data1	model1_data3	465126404.56577	24	1	0	244727220419	lin
