parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization (optional)
offset_pstat3_wb_braun_hep_2011_09_06_DRTC	offset_{pstat3,wb,braun,hep,2011,09,06,DRTC}	lin	-5.0	3.0	0.0	0			
offset_pstat3_wb_braun_hep_2011_12_12_Stattic_Stat3_Inhibitor_DR	offset_{pstat3,wb,braun,hep,2011,12,12,Stattic,Stat3,Inhibitor,DR}	log10	1e-15	1000000.0	0.033869012005095164	1			
offset_pstat3_wb_braun_hep_2012_01_10_Stattic_Stat3_Inhibitor_DR	offset_{pstat3,wb,braun,hep,2012,01,10,Stattic,Stat3,Inhibitor,DR}	log10	1e-15	1000000.0	0.009212708514088015	1			
offset_pstat3_wb_braun_hep_2012_01_23_Stattic_Stat3_Inhibitor_TC	offset_{pstat3,wb,braun,hep,2012,01,23,Stattic,Stat3,Inhibitor,TC}	log10	1e-15	1000000.0	0.0249999970543009	1			
offset_pstat3_wb_braun_hep_2012_02_14_Stattic_Stat3_Inhibitor_TC	offset_{pstat3,wb,braun,hep,2012,02,14,Stattic,Stat3,Inhibitor,TC}	log10	1e-15	1000000.0	0.00905849522010613	1			
offset_pstat3_wb_braun_hep_2012_04_10_Stattic_Stat3_Inhibitor_TC	offset_{pstat3,wb,braun,hep,2012,04,10,Stattic,Stat3,Inhibitor,TC}	log10	1e-15	1000000.0	0.03416602812058663	1			
offset_pstat3_wb_braun_hep_2012_05_02_Stattic_40_Stat3_Inhibitor	offset_{pstat3,wb,braun,hep,2012,05,02,Stattic,40,Stat3,Inhibitor}	lin	-5.0	3.0	0.0	0			
offset_pstat3_wb_braun_hep_2012_05_03_Stattic_60_Stat3_Inhibitor	offset_{pstat3,wb,braun,hep,2012,05,03,Stattic,60,Stat3,Inhibitor}	lin	-5.0	3.0	0.0	0			
offset_pstat3_wb_braun_hep_2013_06_03_Ruxolitinib	offset_{pstat3,wb,braun,hep,2013,06,03,Ruxolitinib}	log10	1e-15	1000000.0	0.003467213165048136	1			
offset_pstat3_wb_braun_hep_2013_06_17_Ruxolitinib	offset_{pstat3,wb,braun,hep,2013,06,17,Ruxolitinib}	lin	-5.0	3.0	0.0	0			
offset_socs3_qpcr_bohl_hep_2009_10_14_qRTPCR	offset_{socs3,qpcr,bohl,hep,2009,10,14,qRTPCR}	log10	1e-15	1000000.0	0.043607748529117155	1			
offset_socs3_qpcr_braun_app_hep_2011_06_06_qPCR_140109_IL6DR_1h	offset_{socs3,qpcr,braun,app,hep,2011,06,06,qPCR,140109,IL6DR,1h}	log10	1e-15	1000000.0	0.029703086310816224	1			
offset_socs3_qpcr_braun_app_hep_2012_02_14_qPCR_140224_IL6DR_Inh_1h_Socs3	offset_{socs3,qpcr,braun,app,hep,2012,02,14,qPCR,140224,IL6DR,Inh,1h,Socs3}	log10	1e-15	1000000.0	0.08034517146142743	1			
offset_socs3_qpcr_braun_app_hep_2012_04_10_qPCR_140224_IL6DR_Inh_1h_Socs3	offset_{socs3,qpcr,braun,app,hep,2012,04,10,qPCR,140224,IL6DR,Inh,1h,Socs3}	log10	1e-15	1000000.0	0.12741969825903277	1			
offset_socs3_qpcr_braun_app_hep_2013_10_14_qPCR_140109_IL6DR_1h	offset_{socs3,qpcr,braun,app,hep,2013,10,14,qPCR,140109,IL6DR,1h}	log10	1e-15	1000000.0	0.028849306357856097	1			
offset_socs3_qpcr_braun_app_hep_2013_10_14_qPCR_140224_IL6DR_Inh_1h_Socs3	offset_{socs3,qpcr,braun,app,hep,2013,10,14,qPCR,140224,IL6DR,Inh,1h,Socs3}	log10	1e-15	1000000.0	0.02530072280399337	1			
offset_socs3_qpcr_braun_app_hep_2013_10_21_qPCR_140109_IL6DR_1h	offset_{socs3,qpcr,braun,app,hep,2013,10,21,qPCR,140109,IL6DR,1h}	log10	1e-15	1000000.0	0.027187970035228024	1			
offset_socs3_qpcr_braun_app_hep_2014_04_22_qPCR_140526_IL6DR_Rux_6h_SOCS3	offset_{socs3,qpcr,braun,app,hep,2014,04,22,qPCR,140526,IL6DR,Rux,6h,SOCS3}	log10	1e-15	1000000.0	0.04609197337044341	1			
offset_socs3_qpcr_braun_app_hep_2014_04_22_qPCR_140604_IL6DR_Rux_24h_SOCS3	offset_{socs3,qpcr,braun,app,hep,2014,04,22,qPCR,140604,IL6DR,Rux,24h,SOCS3}	log10	1e-15	1000000.0	0.03141237132522922	1			
offset_socs3_qpcr_braun_app_hep_2014_04_28_IL6DR_Rux_1h_SOCS3	offset_{socs3,qpcr,braun,app,hep,2014,04,28,IL6DR,Rux,1h,SOCS3}	log10	1e-15	1000000.0	0.015939161149734135	1			
offset_socs3_qpcr_braun_app_hep_2014_05_19_qPCR_140526_IL6DR_Rux_6h_SOCS3	offset_{socs3,qpcr,braun,app,hep,2014,05,19,qPCR,140526,IL6DR,Rux,6h,SOCS3}	log10	1e-15	1000000.0	0.07017940095549936	1			
offset_socs3_qpcr_braun_app_hep_2014_05_19_qPCR_140604_IL6DR_Rux_24h_SOCS3	offset_{socs3,qpcr,braun,app,hep,2014,05,19,qPCR,140604,IL6DR,Rux,24h,SOCS3}	log10	1e-15	1000000.0	0.047126549992851714	1			
offset_socs3_qpcr_braun_hep_2012_01_23_Stattic_Stat3_Inhibitor	offset_{socs3,qpcr,braun,hep,2012,01,23,Stattic,Stat3,Inhibitor}	log10	1e-15	1000000.0	0.04650860518387309	1			
offset_socs3_qpcr_braun_hep_2013_07_08_qPCR_Socs3_Stat3	offset_{socs3,qpcr,braun,hep,2013,07,08,qPCR,Socs3,Stat3}	log10	1e-15	1000000.0	0.01442898743758223	1			
offset_socs3_qpcr_braun_hep_2013_09_30_Ruxolitinib_Inhibitor_TC	offset_{socs3,qpcr,braun,hep,2013,09,30,Ruxolitinib,Inhibitor,TC}	log10	1e-15	1000000.0	0.011710532602179672	1			
offset_socs3_wb_bohl_hep_2007_07_10_ActD	offset_{socs3,wb,bohl,hep,2007,07,10,ActD}	log10	1e-15	1000000.0	0.10689364166067652	1			
offset_socs3_wb_bohl_hep_2007_07_17_DRTC	offset_{socs3,wb,bohl,hep,2007,07,17,DRTC}	log10	1e-15	1000000.0	0.1302558277832889	1			
offset_socs3_wb_bohl_hep_2009_06_23_DRTC	offset_{socs3,wb,bohl,hep,2009,06,23,DRTC}	log10	1e-15	1000000.0	0.23902415541442543	1			
offset_socs3_wb_bohl_hep_2009_07_07_DRTC	offset_{socs3,wb,bohl,hep,2009,07,07,DRTC}	log10	1e-15	1000000.0	0.22036370459147855	1			
rux_degrade	rux_{degrade}	log10	1e-15	1000000.0	0.000970648051127695	1			
scale_npstat3_wb_bohl_hep_2006_02_09_FourPulses_ReceptorNucleus	scale_{npstat3,wb,bohl,hep,2006,02,09,FourPulses,ReceptorNucleus}	log10	1e-15	1000000.0	2.4679081733183534	1			
scale_npstat3_wb_bohl_hep_2006_04_20_ThreePulses_ThreeDoses	scale_{npstat3,wb,bohl,hep,2006,04,20,ThreePulses,ThreeDoses}	log10	1e-15	1000000.0	2.9373143750167836	1			
scale_npstat3_wb_bohl_hep_2006_05_16_ThreeDoses	scale_{npstat3,wb,bohl,hep,2006,05,16,ThreeDoses}	log10	1e-15	1000000.0	2.5110667411840604	1			
scale_npstat3_wb_bohl_hep_2006_06_07_ActD	scale_{npstat3,wb,bohl,hep,2006,06,07,ActD}	log10	1e-15	1000000.0	2.2626304527535206	1			
scale_npstat3_wb_bohl_hep_2006_11_15_FourPulses_120min	scale_{npstat3,wb,bohl,hep,2006,11,15,FourPulses,120min}	log10	1e-15	1000000.0	3.8685433578015433	1			
scale_npstat3_wb_bohl_hep_2007_04_04_DoseResponse_3TP	scale_{npstat3,wb,bohl,hep,2007,04,04,DoseResponse,3TP}	log10	1e-15	1000000.0	1.6397943957102241	1			
scale_npstat3_wb_bohl_hep_2007_07_10_ActD	scale_{npstat3,wb,bohl,hep,2007,07,10,ActD}	log10	1e-15	1000000.0	2.6968131016108834	1			
scale_npstat3_wb_bohl_hep_2007_07_17_DRTC	scale_{npstat3,wb,bohl,hep,2007,07,17,DRTC}	log10	1e-15	1000000.0	3.0382838811624073	1			
scale_npstat3_wb_bohl_hep_2009_07_07_DRTC	scale_{npstat3,wb,bohl,hep,2009,07,07,DRTC}	log10	1e-15	1000000.0	0.27385895296404356	1			
scale_pgp130_wb_bohl_hep_2004_10_26_Cont_30min	scale_{pgp130,wb,bohl,hep,2004,10,26,Cont,30min}	log10	1e-15	1000000.0	3.0292603248365664	1			
scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	scale_{pgp130,wb,bohl,hep,2005,02,03,Cont40ng,T90min}	log10	1e-15	1000000.0	3.9331233346130974	1			
scale_pgp130_wb_bohl_hep_2005_03_01_Pulse20min	scale_{pgp130,wb,bohl,hep,2005,03,01,Pulse20min}	log10	1e-15	1000000.0	4.452324543865152	1			
scale_pgp130_wb_bohl_hep_2005_03_16_Cont40ng_23min	scale_{pgp130,wb,bohl,hep,2005,03,16,Cont40ng,23min}	log10	1e-15	1000000.0	4.106363497341474	1			
scale_pgp130_wb_bohl_hep_2005_07_26_Pulse5min	scale_{pgp130,wb,bohl,hep,2005,07,26,Pulse5min}	log10	1e-05	100000.0	7.919819570573732	1			
scale_pgp130_wb_bohl_hep_2006_02_09_FourPulses_ReceptorNucleus	scale_{pgp130,wb,bohl,hep,2006,02,09,FourPulses,ReceptorNucleus}	log10	1e-15	1000000.0	0.82320468688357	1			
scale_pgp130_wb_bohl_hep_2006_04_20_ThreePulses_ThreeDoses	scale_{pgp130,wb,bohl,hep,2006,04,20,ThreePulses,ThreeDoses}	log10	1e-15	1000000.0	2.507590759558629	1			
scale_pgp130_wb_bohl_hep_2006_05_16_ThreeDoses	scale_{pgp130,wb,bohl,hep,2006,05,16,ThreeDoses}	log10	1e-15	1000000.0	2.0153712054431905	1			
scale_pgp130_wb_bohl_hep_2006_06_07_ActD	scale_{pgp130,wb,bohl,hep,2006,06,07,ActD}	log10	1e-15	1000000.0	1.082993236047035	1			
scale_pgp130_wb_bohl_hep_2006_11_15_FourPulses_120min	scale_{pgp130,wb,bohl,hep,2006,11,15,FourPulses,120min}	log10	1e-15	1000000.0	1.9596157087180426	1			
scale_pgp130_wb_bohl_hep_2007_04_04_DoseResponse_3TP	scale_{pgp130,wb,bohl,hep,2007,04,04,DoseResponse,3TP}	log10	1e-15	1000000.0	2.163829027980715	1			
scale_pgp130_wb_bohl_hep_2007_07_10_ActD	scale_{pgp130,wb,bohl,hep,2007,07,10,ActD}	log10	1e-15	1000000.0	0.9336006835225519	1			
scale_pgp130_wb_bohl_hep_2007_07_17_DRTC	scale_{pgp130,wb,bohl,hep,2007,07,17,DRTC}	log10	1e-15	1000000.0	2.369359290015089	1			
scale_pgp130_wb_bohl_hep_2009_06_23_DRTC	scale_{pgp130,wb,bohl,hep,2009,06,23,DRTC}	log10	1e-15	1000000.0	2.920277568342927	1			
scale_pgp130_wb_bohl_hep_2009_07_07_DRTC	scale_{pgp130,wb,bohl,hep,2009,07,07,DRTC}	log10	1e-15	1000000.0	1.5605792795063074	1			
scale_pjak1_wb_bohl_hep_2004_10_26_Cont_30min	scale_{pjak1,wb,bohl,hep,2004,10,26,Cont,30min}	log10	1e-15	1000000.0	1.8843310166536997	1			
scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	scale_{pjak1,wb,bohl,hep,2005,02,03,Cont40ng,T90min}	log10	1e-15	1000000.0	2.2220391874232965	1			
scale_pjak1_wb_bohl_hep_2005_03_01_Pulse20min	scale_{pjak1,wb,bohl,hep,2005,03,01,Pulse20min}	log10	1e-15	1000000.0	3.024567772264133	1			
scale_pjak1_wb_bohl_hep_2005_03_16_Cont40ng_23min	scale_{pjak1,wb,bohl,hep,2005,03,16,Cont40ng,23min}	log10	1e-15	1000000.0	2.041204892931151	1			
scale_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	scale_{pjak1,wb,bohl,hep,2005,07,26,Pulse5min}	log10	1e-15	1000000.0	2.0339464421457496	1			
scale_pjak1_wb_bohl_hep_2007_04_04_DoseResponse_3TP	scale_{pjak1,wb,bohl,hep,2007,04,04,DoseResponse,3TP}	log10	1e-15	1000000.0	1.080915321700552	1			
scale_pjak1_wb_bohl_hep_2009_06_23_DRTC	scale_{pjak1,wb,bohl,hep,2009,06,23,DRTC}	log10	1e-15	1000000.0	0.31428505632024933	1			
scale_pjak1_wb_bohl_hep_2009_07_07_DRTC	scale_{pjak1,wb,bohl,hep,2009,07,07,DRTC}	lin	-5.0	3.0	0.0	0			
scale_pstat3_lumi_braun_hep_2012_05_02_Stattic_40_Stat3_Inhibitor	scale_{pstat3,lumi,braun,hep,2012,05,02,Stattic,40,Stat3,Inhibitor}	log10	1e-05	1000.0	43.85918461916628	1			
scale_pstat3_lumi_braun_hep_2012_05_03_Stattic_60_Stat3_Inhibitor	scale_{pstat3,lumi,braun,hep,2012,05,03,Stattic,60,Stat3,Inhibitor}	log10	1e-05	1000.0	40.563421729162464	1			
scale_pstat3_lumi_braun_hep_2013_11_04_Stattic_Ruxolitinib_Inhibitor	scale_{pstat3,lumi,braun,hep,2013,11,04,Stattic,Ruxolitinib,Inhibitor}	log10	1e-15	1000000.0	36.34509300255808	1			
scale_pstat3_lumi_braun_hep_2013_11_12_Stattic_Ruxolitinib_Inhibitor	scale_{pstat3,lumi,braun,hep,2013,11,12,Stattic,Ruxolitinib,Inhibitor}	log10	1e-15	1000000.0	29.47458365108466	1			
scale_pstat3_wb_bohl_hep_2004_10_26_Cont_30min	scale_{pstat3,wb,bohl,hep,2004,10,26,Cont,30min}	log10	1e-15	1000000.0	15.877278294610113	1			
scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	scale_{pstat3,wb,bohl,hep,2005,02,03,Cont40ng,T90min}	log10	1e-15	1000000.0	31.460806883957574	1			
scale_pstat3_wb_bohl_hep_2005_02_14_DoseResponse_T15min	scale_{pstat3,wb,bohl,hep,2005,02,14,DoseResponse,T15min}	log10	1e-15	1000000.0	39.78834838047339	1			
scale_pstat3_wb_bohl_hep_2005_03_01_Pulse20min	scale_{pstat3,wb,bohl,hep,2005,03,01,Pulse20min}	log10	1e-15	1000000.0	39.54594728437284	1			
scale_pstat3_wb_bohl_hep_2005_03_16_Cont40ng_23min	scale_{pstat3,wb,bohl,hep,2005,03,16,Cont40ng,23min}	log10	1e-15	1000000.0	28.447723418152403	1			
scale_pstat3_wb_bohl_hep_2005_07_26_Pulse5min	scale_{pstat3,wb,bohl,hep,2005,07,26,Pulse5min}	log10	1e-15	1000000.0	69.9257756706939	1			
scale_pstat3_wb_bohl_hep_2005_11_22_DoseResponseUntil120ng	scale_{pstat3,wb,bohl,hep,2005,11,22,DoseResponseUntil120ng}	log10	1e-15	1000000.0	34.36873080723583	1			
scale_pstat3_wb_bohl_hep_2006_04_20_ThreePulses_ThreeDoses	scale_{pstat3,wb,bohl,hep,2006,04,20,ThreePulses,ThreeDoses}	log10	1e-15	1000000.0	27.880635591631446	1			
scale_pstat3_wb_bohl_hep_2006_05_16_ThreeDoses	scale_{pstat3,wb,bohl,hep,2006,05,16,ThreeDoses}	log10	1e-15	1000000.0	14.801823408414625	1			
scale_pstat3_wb_bohl_hep_2006_06_07_ActD	scale_{pstat3,wb,bohl,hep,2006,06,07,ActD}	log10	1e-15	1000000.0	8.162191706683283	1			
scale_pstat3_wb_bohl_hep_2006_11_15_FourPulses_120min	scale_{pstat3,wb,bohl,hep,2006,11,15,FourPulses,120min}	log10	1e-15	1000000.0	18.374086238555154	1			
scale_pstat3_wb_bohl_hep_2007_04_04_DoseResponse_3TP	scale_{pstat3,wb,bohl,hep,2007,04,04,DoseResponse,3TP}	log10	1e-15	1000000.0	5.857284602633011	1			
scale_pstat3_wb_bohl_hep_2007_07_10_ActD	scale_{pstat3,wb,bohl,hep,2007,07,10,ActD}	log10	1e-15	1000000.0	16.633969491307564	1			
scale_pstat3_wb_bohl_hep_2007_07_17_DRTC	scale_{pstat3,wb,bohl,hep,2007,07,17,DRTC}	log10	1e-15	1000000.0	20.020098186459833	1			
scale_pstat3_wb_bohl_hep_2009_06_23_DRTC	scale_{pstat3,wb,bohl,hep,2009,06,23,DRTC}	log10	1e-15	1000000.0	35.46187140546805	1			
scale_pstat3_wb_bohl_hep_2009_07_07_DRTC	scale_{pstat3,wb,bohl,hep,2009,07,07,DRTC}	lin	-5.0	3.0	0.0	0			
scale_pstat3_wb_braun_hep_2011_09_06_DRTC	scale_{pstat3,wb,braun,hep,2011,09,06,DRTC}	log10	1e-15	1000000.0	41.123857330681645	1			
scale_pstat3_wb_braun_hep_2011_12_12_Stattic_Stat3_Inhibitor_DR	scale_{pstat3,wb,braun,hep,2011,12,12,Stattic,Stat3,Inhibitor,DR}	log10	1e-15	1000000.0	47.39082729683295	1			
