observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
pJAK1_wb		model1_data1	0.5700443673823242	9.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.4434406941419029	10.5	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.4085332536808896	12.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.5892520198451155	13.5	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.7173054646918685	15.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.6879239124891634	16.5	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.49752664592789037	18.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.546294340062508	18.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.855066551073486	20.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	1.0	23.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.6009230455403133	26.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.46497235234549683	30.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.5225406701004636	35.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.7198880980307877	40.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.4892869892104939	45.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.25816352549485294	50.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.43465828373268794	55.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.3521495231781323	60.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.40378324821692657	65.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.42515827280476143	75.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.4446209102234395	80.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data1	0.41090825641287165	90.0	offset_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pjak1_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.13952747679449737	0.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.19276284161088733	0.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.1653542306127731	0.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.16017344033134875	0.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.2380644206945008	1.5	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.31653553862653033	3.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.4853740616101472	4.5	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.5228333826411743	6.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.36287489367996767	7.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.32358270774009834	7.5	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.4188963056099997	9.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.7419289227469396	10.5	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.39212677045967226	12.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.552401908213454	13.5	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	1.0	15.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.95456898783329	16.5	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.8967863614511291	18.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.8944866129211205	18.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.68503846011612	20.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.7003254317517843	23.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.8692910765134421	26.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.6864576014200667	30.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.4507044857808512	40.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.464567693502459	45.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.4830627565548611	50.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.2976383084945086	55.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.39061055434340486	60.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.2708664620391261	65.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.3133852298361744	75.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.27042269146851095	80.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pgp130_wb		model1_data1	0.2976383084945086	90.0	offset_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pgp130_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.26902697803857695	0.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.282871188333623	0.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.2070800186749913	0.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.23069106621382884	0.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.16752565522670881	1.5	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.21327480615542366	3.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.3762461437058874	4.5	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.4336287155450987	6.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.3048417660682739	7.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.7817863910579754	7.5	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.6539826249347753	9.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.7973488836200192	10.5	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	1.0	12.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.9520583685015152	13.5	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.8035400093374953	15.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.7991797650979058	16.5	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.9337495537226393	18.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.6769913124673875	18.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.8716817561815141	20.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.7991797650979058	23.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.8849556468961978	26.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.5529262063220333	30.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.3380530406364147	35.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.551095324844146	40.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.46725651564945897	45.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.23069106621382884	50.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.40088523119455893	55.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.35427556597123677	60.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.43274348435054016	65.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.5274339280646668	75.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.378992465922718	80.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pSTAT3_wb		model1_data1	0.37433653432445035	90.0	offset_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min;scale_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	sd_pstat3_wb_bohl_hep_2005_02_03_Cont40ng_T90min	log10	normal
pJAK1_wb		model1_data10	0.27678079876370315	0.0	offset_pjak1_wb_bohl_hep_2005_07_26_Pulse5min;scale_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	sd_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	log10	normal
pJAK1_wb		model1_data10	0.4989761916260205	1.0	offset_pjak1_wb_bohl_hep_2005_07_26_Pulse5min;scale_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	sd_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	log10	normal
pJAK1_wb		model1_data10	0.22787149273192633	2.0	offset_pjak1_wb_bohl_hep_2005_07_26_Pulse5min;scale_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	sd_pjak1_wb_bohl_hep_2005_07_26_Pulse5min	log10	normal
