observableId	preequilibrationConditionId	simulationConditionId	simulatedData	time	observableParameters	noiseParameters	observableTransformation
pSFK		model1_data1	0.3096021402	120		0.0413763369	log10
pSFK		model1_data1	0.2616697802	240		0.0389916362	log10
tSFK		model1_data1	-0.0283418188	1		0.1039897672	log10
tSFK		model1_data1	-0.0283418188	3		0.0968793469	log10
tSFK		model1_data1	-0.0283418188	5		0.0762877537	log10
tSFK		model1_data1	-0.0283418188	15		0.0926607088	log10
tSFK		model1_data1	-0.0283418188	30		0.0951148256	log10
tSFK		model1_data1	-0.0283418188	60		0.1023609552	log10
tSFK		model1_data1	-0.0283418188	120		0.082794949	log10
tSFK		model1_data1	-0.0283418188	240		0.0799260777	log10
tApoER2		model1_data1	0.4984132393	0		0.0653229642	log10
tApoER2		model1_data1	0.4972714727	1		0.0744796379	log10
tApoER2		model1_data1	0.4957655214	2		0.074479638	log10
tApoER2		model1_data1	0.4942702091	3		0.0744796382	log10
tApoER2		model1_data1	0.4913119527	5		0.0653229632	log10
tApoER2		model1_data1	0.4841075215	10		0.0744796378	log10
tApoER2		model1_data1	0.4771785824	15		0.0653229638	log10
tApoER2		model1_data1	0.4580311147	30		0.0653229641	log10
tApoER2		model1_data1	0.4412466185	45		0.0851707243	log10
tApoER2		model1_data1	0.4266502931	60		0.085170725	log10
tApoER2		model1_data1	0.3860469991	120		0.0851707243	log10
tApoER2		model1_data1	0.3542138175	240		0.0851707243	log10
Dab1		model1_data10	0.297751136	15		0.0333552185	log10
pDab1		model1_data10	-0.5344266532	15		0.0731832536	log10
pAkt		model1_data10	0.1749235178	15		0.0472089011	log10
pSFK		model1_data10	0.1463296083	15		0.0336713157	log10
Dab1		model1_data11	0.2885756034	15		0.0333552184	log10
pDab1		model1_data11	-0.3713174	15		0.0731832537	log10
pAkt		model1_data11	0.1897223398	15		0.0472089008	log10
pSFK		model1_data11	0.1884178341	15		0.0336713157	log10
Dab1		model1_data12	0.2783278626	15		0.0333552185	log10
pDab1		model1_data12	-0.2228755029	15		0.0731832532	log10
pAkt		model1_data12	0.2082561572	15		0.0472089005	log10
pSFK		model1_data12	0.2289694529	15		0.0336713156	log10
Dab1		model1_data13	0.2683215054	15		0.0333552185	log10
pDab1		model1_data13	-0.0928294278	15		0.0731832531	log10
pAkt		model1_data13	0.2296017631	15		0.0472089012	log10
pSFK		model1_data13	0.2630568393	15		0.0336713156	log10
Dab1		model1_data14	0.2525237551	15		0.0333552184	log10
pDab1		model1_data14	0.11634533	15		0.0731832533	log10
pAkt		model1_data14	0.2767517896	15		0.0472089009	log10
pSFK		model1_data14	0.3078845263	15		0.0336713157	log10
Dab1		model1_data15	0.2473491961	15		0.0333552188	log10
pDab1		model1_data15	0.1988191085	15		0.0731832534	log10
pAkt		model1_data15	0.300534861	15		0.0472089009	log10
pSFK		model1_data15	0.3202049139	15		0.0336713158	log10
Dab1		model1_data16	0.2438529257	15		0.0333552185	log10
pDab1		model1_data16	0.2716850422	15		0.0731832533	log10
pAkt		model1_data16	0.3243153913	15		0.047208901	log10
pSFK		model1_data16	0.327687164	15		0.0336713156	log10
Dab1		model1_data17	0.2417123625	15		0.0333552187	log10
pDab1		model1_data17	0.3443347712	15		0.0731832539	log10
pAkt		model1_data17	0.3507731923	15		0.0472089011	log10
pSFK		model1_data17	0.3318400248	15		0.0336713157	log10
Dab1		model1_data18	0.3268059342	0		0.0452724625	log10
Dab1		model1_data18	0.3257069733	1		0.0452724622	log10
Dab1		model1_data18	0.3227169902	3		0.0452724625	log10
Dab1		model1_data18	0.3197487837	5		0.0452724625	log10
Dab1		model1_data18	0.3054020838	15		0.0452724624	log10
Dab1		model1_data18	0.2854331302	30		0.0452724624	log10
Dab1		model1_data18	0.2510219706	60		0.0452724627	log10
Dab1		model1_data18	0.2025546192	120		0.0452724626	log10
Dab1		model1_data18	0.1639458716	240		0.0477468785	log10
pDab1		model1_data18	-0.3558857398	0		0.14346649	log10
pDab1		model1_data18	-0.1797285861	1		0.1508284681	log10
pDab1		model1_data18	-0.1465725054	3		0.1434664894	log10
pDab1		model1_data18	-0.1191061734	5		0.1434664926	log10
pDab1		model1_data18	-0.0442478605	15		0.1434664932	log10
pDab1		model1_data18	-0.0200834786	30		0.1434664902	log10
pDab1		model1_data18	-0.0590902357	60		0.1434664894	log10
pDab1		model1_data18	-0.1694377499	120		0.1434664907	log10
pDab1		model1_data18	-0.2970272553	240		0.175517078	log10
pAkt		model1_data18	0.2421816784	0		0.0720730026	log10
pAkt		model1_data18	0.3004113666	1		0.072073004	log10
pAkt		model1_data18	0.3131876041	3		0.0720730038	log10
pAkt		model1_data18	0.3242287424	5		0.0720730042	log10
pAkt		model1_data18	0.3564656688	15		0.0720730041	log10
pAkt		model1_data18	0.3675509309	30		0.0720730036	log10
pAkt		model1_data18	0.3498220082	60		0.0720730037	log10
pAkt		model1_data18	0.30431271	120		0.0720730036	log10
pAkt		model1_data18	0.259895658	240		0.0720730037	log10
pSFK		model1_data18	0.0292685572	0		0.0468836931	log10
pSFK		model1_data18	0.1020817885	1		0.0468836923	log10
pSFK		model1_data18	0.1000800696	3		0.0468836923	log10
pSFK		model1_data18	0.0989172389	5		0.0468836927	log10
pSFK		model1_data18	0.0933022314	15		0.046883695	log10
pSFK		model1_data18	0.0854848625	30		0.0468836922	log10
pSFK		model1_data18	0.071951686	60		0.0468836924	log10
pSFK		model1_data18	0.0523214889	120		0.0468836925	log10
pSFK		model1_data18	0.0331466908	240		0.0494461712	log10
Dab1		model1_data2	0.3068333116	-30		0.0270374925	log10
Dab1		model1_data2	0.3117965208	-15		0.0270374926	log10
Dab1		model1_data2	0.3168395509	0		0.0270374925	log10
Dab1		model1_data2	0.3267532606	30		0.0270374925	log10
Dab1		model1_data2	0.3459265598	90		0.0270374925	log10
Dab1		model1_data2	0.3819065687	210		0.0270374926	log10
pDab1		model1_data2	0.6761261032	-30		0.1096004257	log10
pDab1		model1_data2	-0.9091829579	-15		0.1096004257	log10
pDab1		model1_data2	-0.9091829579	0		0.1096004257	log10
pDab1		model1_data2	-0.9091829579	30		0.1096004257	log10
pDab1		model1_data2	-0.9091829579	90		0.1096004257	log10
pDab1		model1_data2	-0.9091829579	210		0.1096004257	log10
pAkt		model1_data2	0.2316889926	-30		0.0588546405	log10
pAkt		model1_data2	-0.362282334	-15		0.058854641	log10
pAkt		model1_data2	-0.362282334	0		0.0588546406	log10
pAkt		model1_data2	-0.362282334	30		0.0588546413	log10
pAkt		model1_data2	-0.362282334	90		0.0588546411	log10
pAkt		model1_data2	-0.362282334	210		0.058854641	log10
pSFK		model1_data2	0.320847746	-30		0.0660178493	log10
pSFK		model1_data2	0.0871515461	-15		0.066017847	log10
pSFK		model1_data2	0.0871515461	0		0.0660178496	log10
pSFK		model1_data2	0.0871515461	30		0.0660178495	log10
pSFK		model1_data2	0.0871515461	90		0.0660178496	log10
pSFK		model1_data2	0.0871515461	210		0.06601785	log10
Dab1		model1_data3	0.3951646273	-30		0.0489827946	log10
Dab1		model1_data3	0.4051708666	0		0.0489827946	log10
Dab1		model1_data3	0.4055049956	1		0.0489827947	log10
Dab1		model1_data3	0.4068389468	5		0.0489827948	log10
Dab1		model1_data3	0.4085006445	10		0.0489827946	log10
Dab1		model1_data3	0.4101560081	15		0.0489827948	log10
Dab1		model1_data3	0.4199578307	45		0.0489827947	log10
Dab1		model1_data3	0.4247770084	60		0.0489827948	log10
Dab1		model1_data3	0.4787854759	240		0.0516600024	log10
pDab1		model1_data3	-0.6334833266	-30		0.2341571558	log10
pDab1		model1_data3	-3.1542170601	0		0.2341571538	log10
pDab1		model1_data3	-3.1453693338	1		0.2341571561	log10
pDab1		model1_data3	-2.9873353799	5		0.2341571555	log10
pDab1		model1_data3	-2.7276978975	10		0.2341571558	log10
pDab1		model1_data3	-2.5145944257	15		0.2341571555	log10
pDab1		model1_data3	-1.9059312741	45		0.2341571553	log10
pDab1		model1_data3	-1.7735619186	60		0.2341571536	log10
pDab1		model1_data3	-1.4033608661	240		0.2512233606	log10
pAkt		model1_data3	0.9915220789	-30		0.1611102179	log10
pAkt		model1_data3	-0.3954866549	0		0.1611102174	log10
pAkt		model1_data3	-0.3948551986	1		0.1611102155	log10
pAkt		model1_data3	-0.3813346181	5		0.1611102165	log10
pAkt		model1_data3	-0.3470191819	10		0.1611102184	log10
pAkt		model1_data3	-0.3028937694	15		0.1611102164	log10
pAkt		model1_data3	-0.0567260099	45		0.1611102152	log10
pAkt		model1_data3	0.0240970005	60		0.1611102164	log10
pAkt		model1_data3	0.2958325674	240		0.1699158712	log10
pSFK		model1_data3	0.567873757	-30		0.1177098535	log10
pSFK		model1_data3	0.061523609	0		0.1177098531	log10
pSFK		model1_data3	0.0740565191	1		0.1177098549	log10
pSFK		model1_data3	0.1193639219	5		0.1177098534	log10
pSFK		model1_data3	0.1672007521	10		0.1177098541	log10
pSFK		model1_data3	0.2075665567	15		0.117709853	log10
pSFK		model1_data3	0.3605073592	45		0.1177098539	log10
pSFK		model1_data3	0.4052891792	60		0.1177098533	log10
Dab1		model1_data4	0.3118696471	15		0.0333552186	log10
pDab1		model1_data4	-0.8805499039	15		0.0779182686	log10
pAkt		model1_data4	0.1563924594	15		0.0472089009	log10
Dab1		model1_data5	0.3118063002	15		0.0333552186	log10
pDab1		model1_data5	-0.880413888	15		0.0779182686	log10
pAkt		model1_data5	0.1563973249	15		0.0472089011	log10
pSFK		model1_data5	0.084682688	15		0.0330576725	log10
Dab1		model1_data6	0.311618931	15		0.0333552186	log10
pDab1		model1_data6	-0.8786640092	15		0.0779182683	log10
pAkt		model1_data6	0.1564600521	15		0.0472089009	log10
pSFK		model1_data6	0.0846895065	15		0.0336713159	log10
Dab1		model1_data7	0.3109316352	15		0.0333552185	log10
pDab1		model1_data7	-0.8649170747	15		0.0731832536	log10
pAkt		model1_data7	0.1569613983	15		0.0472089009	log10
pSFK		model1_data7	0.0854288881	15		0.0336713157	log10
Dab1		model1_data8	0.3089400643	15		0.0333552186	log10
pDab1		model1_data8	-0.8110314159	15		0.0731832537	log10
pAkt		model1_data8	0.1590805942	15		0.0472089008	log10
pSFK		model1_data8	0.0916751119	15		0.0336713157	log10
Dab1		model1_data9	0.3046918646	15		0.0333552185	log10
pDab1		model1_data9	-0.6935631061	15		0.0731832534	log10
pAkt		model1_data9	0.1646715043	15		0.0472089004	log10
pSFK		model1_data9	0.1115106339	15		0.0336713156	log10
