observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	observableTransformation	noiseDistribution
pDab1		model1_data1	2.45467593941518	10	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0895569448	log10	normal
pDab1		model1_data1	2.13456667889163	15	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0828420085	log10	normal
pDab1		model1_data1	2.11595663693314	30	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0848068327	log10	normal
pDab1		model1_data1	1.7698033539602	45	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0900869047	log10	normal
pDab1		model1_data1	1.43869882562237	60	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0900869047	log10	normal
pDab1		model1_data1	0.587694348110369	120	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0968194261	log10	normal
pDab1		model1_data1	0.24281133452097	240	scaling_pDab1_ExpReelinStim;offset_pDab1_ExpReelinStim	0.0906661851	log10	normal
pAkt		model1_data1	1.26791055197397	-30	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.1025610858	log10	normal
pAkt		model1_data1	1.07352949404359	0	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0735770722	log10	normal
pAkt		model1_data1	2.21599631466919	1	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0820903267	log10	normal
pAkt		model1_data1	1.88757534512786	2	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.098513561	log10	normal
pAkt		model1_data1	2.31295094453485	3	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0985135604	log10	normal
pAkt		model1_data1	2.44781869867887	5	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0735770723	log10	normal
pAkt		model1_data1	2.660586723539	10	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0820903264	log10	normal
pAkt		model1_data1	2.70696427978237	15	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0735770723	log10	normal
pAkt		model1_data1	3.11609497787125	30	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0755248428	log10	normal
pAkt		model1_data1	3.00214139768646	45	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0784729498	log10	normal
pAkt		model1_data1	2.09527528614412	60	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.07847295	log10	normal
pAkt		model1_data1	1.38119672783362	120	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0833466691	log10	normal
pAkt		model1_data1	1.12577471307887	240	scaling_pAkt_ExpReelinStim;offset_pAkt_ExpReelinStim	0.0793969649	log10	normal
pSFK		model1_data1	1.92366888407741	-30	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0504568247	log10	normal
pSFK		model1_data1	1.58236258801897	0	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0361620102	log10	normal
pSFK		model1_data1	2.53908482676235	1	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0397191897	log10	normal
pSFK		model1_data1	2.40614844384666	2	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0461280564	log10	normal
pSFK		model1_data1	3.08814150367239	3	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0461280565	log10	normal
pSFK		model1_data1	2.96108650277011	5	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0361620101	log10	normal
pSFK		model1_data1	3.09835381142401	10	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0397191897	log10	normal
pSFK		model1_data1	2.6509378510919	15	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0361620102	log10	normal
pSFK		model1_data1	2.55171114162049	30	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0371645252	log10	normal
pSFK		model1_data1	2.69070734897596	45	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0389916361	log10	normal
pSFK		model1_data1	2.47262848804222	60	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0389916359	log10	normal
pSFK		model1_data1	1.85803794266857	120	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0413763369	log10	normal
pSFK		model1_data1	1.98161646002392	240	scaling_pSFK_ExpReelinStim;offset_pSFK_ExpReelinStim	0.0389916362	log10	normal
tSFK		model1_data1	1.10350902888632	1	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.1039897672	log10	normal
tSFK		model1_data1	1.02805533108054	3	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.0968793469	log10	normal
tSFK		model1_data1	0.795439895405244	5	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.0762877537	log10	normal
tSFK		model1_data1	0.983288366591924	15	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.0926607088	log10	normal
tSFK		model1_data1	1.00933076730495	30	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.0951148256	log10	normal
tSFK		model1_data1	1.08622454611662	60	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.1023609552	log10	normal
tSFK		model1_data1	0.878595802928597	120	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.082794949	log10	normal
tSFK		model1_data1	0.848152185494032	240	scaling_tSFK_ExpReelinStim;offset_tSFK_ExpReelinStim	0.0799260777	log10	normal
tApoER2		model1_data1	3.33337799932914	0	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0653229642	log10	normal
tApoER2		model1_data1	3.35125481133502	1	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0744796379	log10	normal
tApoER2		model1_data1	3.9498047158518	2	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.074479638	log10	normal
tApoER2		model1_data1	2.94693470345343	3	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0744796382	log10	normal
tApoER2		model1_data1	3.3938726841041	5	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0653229632	log10	normal
tApoER2		model1_data1	1.71269861725736	10	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0744796378	log10	normal
tApoER2		model1_data1	3.36009913092381	15	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0653229638	log10	normal
tApoER2		model1_data1	3.12345923183728	30	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0653229641	log10	normal
tApoER2		model1_data1	2.07528474847065	45	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0851707243	log10	normal
tApoER2		model1_data1	2.88754151885945	60	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.085170725	log10	normal
tApoER2		model1_data1	2.45894451451552	120	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0851707243	log10	normal
tApoER2		model1_data1	2.3829104981448	240	scaling_tApo_ExpReelinStim;offset_tApo_ExpReelinStim	0.0851707243	log10	normal
Dab1		model1_data10	1.99695882817716	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552185	log10	normal
pDab1		model1_data10	0.296771696803198	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832536	log10	normal
pAkt		model1_data10	1.23755913088387	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089011	log10	normal
pSFK		model1_data10	1.28355234740945	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713157	log10	normal
Dab1		model1_data11	1.87060050175018	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552184	log10	normal
pDab1		model1_data11	0.429302280890777	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832537	log10	normal
pAkt		model1_data11	1.44214637450156	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089008	log10	normal
pSFK		model1_data11	1.47271728371007	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713157	log10	normal
Dab1		model1_data12	1.81405598319367	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552185	log10	normal
pDab1		model1_data12	0.516781873548286	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832532	log10	normal
pAkt		model1_data12	1.87308443514533	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089005	log10	normal
pSFK		model1_data12	1.88816646531422	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713156	log10	normal
Dab1		model1_data13	1.94636416907173	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552185	log10	normal
pDab1		model1_data13	0.973073526781661	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832531	log10	normal
pAkt		model1_data13	1.68532350081434	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089012	log10	normal
pSFK		model1_data13	1.83782856206097	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713156	log10	normal
Dab1		model1_data14	1.75683208153514	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552184	log10	normal
pDab1		model1_data14	1.29653841810058	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832533	log10	normal
pAkt		model1_data14	1.95193534365094	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089009	log10	normal
pSFK		model1_data14	1.78095043116284	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713157	log10	normal
Dab1		model1_data15	1.86163103755574	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552188	log10	normal
pDab1		model1_data15	1.59796040219518	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832534	log10	normal
pAkt		model1_data15	2.0768109249089	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089009	log10	normal
pSFK		model1_data15	2.08485463263384	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713158	log10	normal
Dab1		model1_data16	1.65904195460899	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552185	log10	normal
pDab1		model1_data16	1.91308919699277	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832533	log10	normal
pAkt		model1_data16	1.95619716376783	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.047208901	log10	normal
pSFK		model1_data16	2.23143669559575	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713156	log10	normal
Dab1		model1_data17	1.31201485840967	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552187	log10	normal
pDab1		model1_data17	2.01953725900641	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0731832539	log10	normal
pAkt		model1_data17	2.28068644032911	15	scaling_pAkt_ExpReelin_DR;offset_pAkt_ExpReelin_DR	0.0472089011	log10	normal
pSFK		model1_data17	2.27751986883884	15	scaling_pSFK_ExpReelin_DR;offset_pSFK_ExpReelin_DR	0.0336713157	log10	normal
Dab1		model1_data18	1.88835264276727	0	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724625	log10	normal
Dab1		model1_data18	1.90202473873159	1	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724622	log10	normal
Dab1		model1_data18	2.15627468975413	3	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724625	log10	normal
Dab1		model1_data18	2.1718573699525	5	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724625	log10	normal
Dab1		model1_data18	2.09738764985738	15	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724624	log10	normal
Dab1		model1_data18	2.22489702134819	30	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724624	log10	normal
Dab1		model1_data18	1.74724845491052	60	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724627	log10	normal
Dab1		model1_data18	1.76487374252595	120	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0452724626	log10	normal
Dab1		model1_data18	1.30146496937242	240	scaling_Dab1_ExpEC50R;offset_Dab1_ExpEC50R	0.0477468785	log10	normal
pDab1		model1_data18	0.572282290364008	0	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.14346649	log10	normal
pDab1		model1_data18	0.467866224085342	1	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1508284681	log10	normal
pDab1		model1_data18	0.950969664145652	3	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1434664894	log10	normal
pDab1		model1_data18	0.874861879785097	5	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1434664926	log10	normal
pDab1		model1_data18	1.11527166321244	15	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1434664932	log10	normal
pDab1		model1_data18	1.56913239507677	30	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1434664902	log10	normal
pDab1		model1_data18	0.570336361253064	60	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1434664894	log10	normal
pDab1		model1_data18	0.350849000785349	120	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.1434664907	log10	normal
pDab1		model1_data18	0.503545929240452	240	scaling_pDab1_ExpEC50R;offset_pDab1_ExpEC50R	0.175517078	log10	normal
pAkt		model1_data18	1.24102622591858	0	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730026	log10	normal
pAkt		model1_data18	2.00120313104072	1	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.072073004	log10	normal
pAkt		model1_data18	1.95281081449258	3	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730038	log10	normal
pAkt		model1_data18	1.76576559796988	5	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730042	log10	normal
pAkt		model1_data18	2.32121569925828	15	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730041	log10	normal
pAkt		model1_data18	2.32294872863404	30	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730036	log10	normal
pAkt		model1_data18	2.0468106597351	60	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730037	log10	normal
pAkt		model1_data18	2.72888131206918	120	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730036	log10	normal
pAkt		model1_data18	2.55020265469434	240	scaling_pAkt_ExpEC50R;offset_pAkt_ExpEC50R	0.0720730037	log10	normal
pSFK		model1_data18	1.03342767050161	0	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836931	log10	normal
pSFK		model1_data18	1.17151374094677	1	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836923	log10	normal
pSFK		model1_data18	1.26774085471942	3	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836923	log10	normal
pSFK		model1_data18	1.28895538396665	5	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836927	log10	normal
pSFK		model1_data18	1.00843233473212	15	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.046883695	log10	normal
pSFK		model1_data18	1.32730985575781	30	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836922	log10	normal
pSFK		model1_data18	1.41026137506807	60	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836924	log10	normal
pSFK		model1_data18	1.35765891395933	120	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0468836925	log10	normal
pSFK		model1_data18	0.898483790021715	240	scaling_pSFK_ExpEC50R;offset_pSFK_ExpEC50R	0.0494461712	log10	normal
Dab1		model1_data2	2.03666986815059	-30	scaling_Dab1_ExponlyInh;offset_Dab1_ExponlyInh	0.0270374925	log10	normal
Dab1		model1_data2	1.99997558370259	-15	scaling_Dab1_ExponlyInh;offset_Dab1_ExponlyInh	0.0270374926	log10	normal
Dab1		model1_data2	2.19793237694995	0	scaling_Dab1_ExponlyInh;offset_Dab1_ExponlyInh	0.0270374925	log10	normal
Dab1		model1_data2	2.00265204713009	30	scaling_Dab1_ExponlyInh;offset_Dab1_ExponlyInh	0.0270374925	log10	normal
Dab1		model1_data2	2.28609694716659	90	scaling_Dab1_ExponlyInh;offset_Dab1_ExponlyInh	0.0270374925	log10	normal
Dab1		model1_data2	2.38450214091777	210	scaling_Dab1_ExponlyInh;offset_Dab1_ExponlyInh	0.0270374926	log10	normal
pDab1		model1_data2	4.74380532322614	-30	scaling_pDab1_ExponlyInh;offset_pDab1_ExponlyInh	0.1096004257	log10	normal
pDab1		model1_data2	0.143114445953256	-15	scaling_pDab1_ExponlyInh;offset_pDab1_ExponlyInh	0.1096004257	log10	normal
pDab1		model1_data2	0.148236277168133	0	scaling_pDab1_ExponlyInh;offset_pDab1_ExponlyInh	0.1096004257	log10	normal
pDab1		model1_data2	0.105605462768177	30	scaling_pDab1_ExponlyInh;offset_pDab1_ExponlyInh	0.1096004257	log10	normal
pDab1		model1_data2	0.111372144577939	90	scaling_pDab1_ExponlyInh;offset_pDab1_ExponlyInh	0.1096004257	log10	normal
pDab1		model1_data2	0.114020848805783	210	scaling_pDab1_ExponlyInh;offset_pDab1_ExponlyInh	0.1096004257	log10	normal
pAkt		model1_data2	1.70486638842928	-30	scaling_pAkt_ExponlyInh;offset_pAkt_ExponlyInh	0.0588546405	log10	normal
pAkt		model1_data2	0.428695062452555	-15	scaling_pAkt_ExponlyInh;offset_pAkt_ExponlyInh	0.058854641	log10	normal
pAkt		model1_data2	0.244937635908984	0	scaling_pAkt_ExponlyInh;offset_pAkt_ExponlyInh	0.0588546406	log10	normal
pAkt		model1_data2	0.365256541164214	30	scaling_pAkt_ExponlyInh;offset_pAkt_ExponlyInh	0.0588546413	log10	normal
pAkt		model1_data2	0.60482255197197	90	scaling_pAkt_ExponlyInh;offset_pAkt_ExponlyInh	0.0588546411	log10	normal
pAkt		model1_data2	0.665515545756205	210	scaling_pAkt_ExponlyInh;offset_pAkt_ExponlyInh	0.058854641	log10	normal
pSFK		model1_data2	2.09338219254095	-30	scaling_pSFK_ExponlyInh;offset_pSFK_ExponlyInh	0.0660178493	log10	normal
pSFK		model1_data2	1.01705449601743	-15	scaling_pSFK_ExponlyInh;offset_pSFK_ExponlyInh	0.066017847	log10	normal
pSFK		model1_data2	1.52812652778025	0	scaling_pSFK_ExponlyInh;offset_pSFK_ExponlyInh	0.0660178496	log10	normal
pSFK		model1_data2	1.2510812763484	30	scaling_pSFK_ExponlyInh;offset_pSFK_ExponlyInh	0.0660178495	log10	normal
pSFK		model1_data2	1.23995251837816	90	scaling_pSFK_ExponlyInh;offset_pSFK_ExponlyInh	0.0660178496	log10	normal
pSFK		model1_data2	1.13126261169295	210	scaling_pSFK_ExponlyInh;offset_pSFK_ExponlyInh	0.06601785	log10	normal
Dab1		model1_data3	2.50644414732975	-30	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827946	log10	normal
Dab1		model1_data3	2.5391362176559	0	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827946	log10	normal
Dab1		model1_data3	2.24788646993436	1	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827947	log10	normal
Dab1		model1_data3	2.87282223517897	5	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827948	log10	normal
Dab1		model1_data3	2.57495361498197	10	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827946	log10	normal
Dab1		model1_data3	2.13412213152043	15	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827948	log10	normal
Dab1		model1_data3	2.6122211336186	45	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827947	log10	normal
Dab1		model1_data3	3.14636580229051	60	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0489827948	log10	normal
Dab1		model1_data3	3.0694387680338	240	scaling_Dab1_ExpReelin_Inh;offset_Dab1_ExpReelin_Inh	0.0516600024	log10	normal
pDab1		model1_data3	0.272812457795716	-30	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571558	log10	normal
pDab1		model1_data3	0.000622577094892	0	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571538	log10	normal
pDab1		model1_data3	0.000986718197659	1	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571561	log10	normal
pDab1		model1_data3	0.001133441569889	5	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571555	log10	normal
pDab1		model1_data3	0.001411963230739	10	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571558	log10	normal
pDab1		model1_data3	0.001301982466119	15	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571555	log10	normal
pDab1		model1_data3	0.014022285687408	45	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571553	log10	normal
pDab1		model1_data3	0.04364193512756	60	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2341571536	log10	normal
pDab1		model1_data3	0.025026110072853	240	scaling_pDab1_ExpReelin_Inh;offset_pDab1_ExpReelin_Inh	0.2512233606	log10	normal
pAkt		model1_data3	9.0476330865359	-30	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102179	log10	normal
pAkt		model1_data3	0.249890849138821	0	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102174	log10	normal
pAkt		model1_data3	0.311134084684955	1	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102155	log10	normal
pAkt		model1_data3	0.944299444271224	5	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102165	log10	normal
pAkt		model1_data3	0.817949263887766	10	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102184	log10	normal
pAkt		model1_data3	0.228740043361418	15	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102164	log10	normal
pAkt		model1_data3	0.733817814362761	45	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102152	log10	normal
pAkt		model1_data3	1.37511065183158	60	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1611102164	log10	normal
pAkt		model1_data3	2.18246285072114	240	scaling_pAkt_ExpReelin_Inh;offset_pAkt_ExpReelin_Inh	0.1699158712	log10	normal
pSFK		model1_data3	3.69723079152495	-30	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098535	log10	normal
pSFK		model1_data3	1.25338715662493	0	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098531	log10	normal
pSFK		model1_data3	0.771516403685803	1	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098549	log10	normal
pSFK		model1_data3	1.49890615099402	5	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098534	log10	normal
pSFK		model1_data3	2.40100157807394	10	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098541	log10	normal
pSFK		model1_data3	1.41568729750823	15	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.117709853	log10	normal
pSFK		model1_data3	2.01633455908454	45	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098539	log10	normal
pSFK		model1_data3	2.50263040730816	60	scaling_pSFK_ExpReelin_Inh;offset_pSFK_ExpReelin_Inh	0.1177098533	log10	normal
Dab1		model1_data4	2.42812215710243	15	scaling_Dab1_ExpReelin_DR;offset_Dab1_ExpReelin_DR	0.0333552186	log10	normal
pDab1		model1_data4	0.090553058347414	15	scaling_pDab1_ExpReelin_DR;offset_pDab1_ExpReelin_DR	0.0779182686	log10	normal
