parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization (optional)
offset_pAkt_ExpReelinStim	offset_{pAkt,ExpReelinStim}	log10	1e-05	1000.0	1.076527621742403	1			
offset_pAkt_ExpReelin_DR	offset_{pAkt,ExpReelin,DR}	log10	1e-05	1000.0	1.4234061352411174	1			
offset_pAkt_ExpReelin_Inh	offset_{pAkt,ExpReelin,Inh}	log10	1e-05	1000.0	0.4021708393235194	1			
offset_pAkt_ExponlyInh	offset_{pAkt,ExponlyInh}	log10	1e-05	1000.0	0.43422730289149675	1			
offset_pDab1_ExpEC50R	offset_{pDab1,ExpEC50R}	log10	1e-05	1000.0	0.40700937172519985	1			
offset_pDab1_ExpReelinStim	offset_{pDab1,ExpReelinStim}	log10	1e-05	1000.0	0.13988700295230502	1			
offset_pDab1_ExpReelin_DR	offset_{pDab1,ExpReelin,DR}	log10	1e-05	1000.0	0.10572822739240136	1			
offset_pDab1_ExpReelin_Inh	offset_{pDab1,ExpReelin,Inh}	log10	1e-05	1000.0	0.0007007721988591323	1			
offset_pDab1_ExponlyInh	offset_{pDab1,ExponlyInh}	log10	1e-05	1000.0	0.12325670425979002	1			
offset_pSFK_ExpEC50R	offset_{pSFK,ExpEC50R}	log10	1e-05	1000.0	1.034492728881785	1			
offset_pSFK_ExpReelinStim	offset_{pSFK,ExpReelinStim}	log10	1e-05	1000.0	1.6796998774375405	1			
offset_pSFK_ExpReelin_DR	offset_{pSFK,ExpReelin,DR}	log10	1e-05	1000.0	1.1359587417201717	1			
offset_pSFK_ExpReelin_Inh	offset_{pSFK,ExpReelin,Inh}	log10	1e-05	1000.0	1.1512038725960538	1			
offset_pSFK_ExponlyInh	offset_{pSFK,ExponlyInh}	log10	1e-05	1000.0	1.2222256186601568	1			
offset_tApo_ExpEC50R	offset_{tApo,ExpEC50R}	lin	-5.0	3.0	0.0	0			
offset_tApo_ExpReelinStim	offset_{tApo,ExpReelinStim}	log10	1e-05	1000.0	2.142897039487761	1			
offset_tApo_ExpReelin_DR	offset_{tApo,ExpReelin,DR}	lin	-5.0	3.0	0.0	0			
offset_tApo_ExpReelin_Inh	offset_{tApo,ExpReelin,Inh}	lin	-5.0	3.0	0.0	0			
offset_tApo_ExponlyInh	offset_{tApo,ExponlyInh}	lin	-5.0	3.0	0.0	0			
offset_tSFK_ExpEC50R	offset_{tSFK,ExpEC50R}	lin	-5.0	3.0	0.0	0			
offset_tSFK_ExpReelinStim	offset_{tSFK,ExpReelinStim}	log10	0.001	1000.0	0.28570211037419674	0			
offset_tSFK_ExpReelin_DR	offset_{tSFK,ExpReelin,DR}	lin	-5.0	3.0	0.0	0			
offset_tSFK_ExpReelin_Inh	offset_{tSFK,ExpReelin,Inh}	lin	-5.0	3.0	0.0	0			
offset_tSFK_ExponlyInh	offset_{tSFK,ExponlyInh}	lin	-5.0	3.0	0.0	0			
perc_mes	perc_{mes}	log10	1e-05	1000.0	0.051909925137076665	1			
scale_Dab1_ExpEC50R	scale_{Dab1,ExpEC50R}	log10	1e-05	100000.0	1.5876080068412537	1			
scale_Dab1_ExpReelinStim	scale_{Dab1,ExpReelinStim}	log10	1e-05	100000.0	3.7563931607946395	1			
scale_Dab1_ExpReelin_DR	scale_{Dab1,ExpReelin,DR}	log10	1e-05	100000.0	1.9195080695133029	1			
scale_Dab1_ExpReelin_Inh	scale_{Dab1,ExpReelin,Inh}	log10	1e-05	100000.0	2.3250543246867945	1			
scale_Dab1_ExponlyInh	scale_{Dab1,ExponlyInh}	log10	1e-05	100000.0	1.8971429156124782	1			
scale_pAkt_ExpEC50R	scale_{pAkt,ExpEC50R}	log10	1e-05	100000.0	440.2216627839145	1			
scale_pAkt_ExpReelinStim	scale_{pAkt,ExpReelinStim}	log10	1e-05	100000.0	247.5429888009838	1			
scale_pAkt_ExpReelin_DR	scale_{pAkt,ExpReelin,DR}	log10	1e-05	100000.0	114.40484578223673	1			
scale_pAkt_ExpReelin_Inh	scale_{pAkt,ExpReelin,Inh}	log10	1e-05	10000000.0	107650.28240439315	1			
scale_pAkt_ExponlyInh	scale_{pAkt,ExponlyInh}	log10	1e-05	100000.0	14519.989446053554	1			
scale_pDab1_ExpEC50R	scale_{pDab1,ExpEC50R}	log10	1e-05	100000.0	385.50074154268896	1			
scale_pDab1_ExpReelinStim	scale_{pDab1,ExpReelinStim}	log10	1e-05	100000.0	331.27665414468396	1			
scale_pDab1_ExpReelin_DR	scale_{pDab1,ExpReelin,DR}	log10	1e-05	100000.0	293.8451698981976	1			
scale_pDab1_ExpReelin_Inh	scale_{pDab1,ExpReelin,Inh}	log10	1e-05	100000.0	2651.220342120225	1			
scale_pDab1_ExponlyInh	scale_{pDab1,ExponlyInh}	log10	1e-05	100000.0	52800.452623518606	1			
scale_pSFK_ExpEC50R	scale_{pSFK,ExpEC50R}	log10	1e-05	100000.0	402.1046394207396	1			
scale_pSFK_ExpReelinStim	scale_{pSFK,ExpReelinStim}	log10	1e-05	100000.0	935.434627604913	1			
scale_pSFK_ExpReelin_DR	scale_{pSFK,ExpReelin,DR}	log10	1e-05	100000.0	905.0592230803595	1			
scale_pSFK_ExpReelin_Inh	scale_{pSFK,ExpReelin,Inh}	log10	1e-05	100000.0	29094.21589115715	1			
scale_pSFK_ExponlyInh	scale_{pSFK,ExponlyInh}	log10	1e-05	100000.0	9954.9783099951	1			
scale_tApo__ExpEC50R	scale_{tApo,ExpEC50R}	lin	-5.0	3.0	0.0	0			
scale_tApo__ExpReelinStim	scale_{tApo,ExpReelinStim}	log10	1e-05	100000.0	0.943343362014993	1			
scale_tApo__ExpReelin_DR	scale_{tApo,ExpReelin,DR}	lin	-5.0	3.0	0.0	0			
scale_tApo__ExpReelin_Inh	scale_{tApo,ExpReelin,Inh}	lin	-5.0	3.0	0.0	0			
scale_tApo__ExponlyInh	scale_{tApo,ExponlyInh}	lin	-5.0	3.0	0.0	0			
scale_tSFK_ExpEC50R	scale_{tSFK,ExpEC50R}	lin	-5.0	3.0	0.0	0			
scale_tSFK_ExpReelinStim	scale_{tSFK,ExpReelinStim}	log10	1e-05	100000.0	399.0107873029106	1			
scale_tSFK_ExpReelin_DR	scale_{tSFK,ExpReelin,DR}	lin	-5.0	3.0	0.0	0			
scale_tSFK_ExpReelin_Inh	scale_{tSFK,ExpReelin,Inh}	lin	-5.0	3.0	0.0	0			
scale_tSFK_ExponlyInh	scale_{tSFK,ExponlyInh}	lin	-5.0	3.0	0.0	0			
