parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization (optional)
geneD_act1	geneD_{act1}	log10	1e-05	1000.0	0.011196450539857978	1			
geneD_act2	geneD_{act2}	log10	1e-05	1000.0	0.00027422671147058056	1			
geneD_act3	geneD_{act3}	lin	0.0	1000.0	0.0	0			
geneD_inh1	geneD_{inh1}	lin	0.0	1000.0	0.0	0			
geneD_inh2	geneD_{inh2}	log10	1e-05	1000.0	0.08725444638878581	1			
geneD_inh3	geneD_{inh3}	log10	1e-05	1000.0	0.10151327618364836	1			
geneD_turn	geneD_{turn}	log10	1e-05	1000.0	0.0008087629555975203	1			
geneE_act1	geneE_{act1}	lin	0.0	1000.0	0.0	0			
geneE_act2	geneE_{act2}	log10	1e-05	1000.0	1.0064634394267673	1			
geneE_act3	geneE_{act3}	log10	1e-05	1000.0	5.993132660739148	1			
geneE_inh1	geneE_{inh1}	log10	1e-05	1000.0	8.07491215308045	1			
geneE_inh2	geneE_{inh2}	log10	1e-05	1000.0	1.4108829680494295	1			
geneE_inh3	geneE_{inh3}	log10	1e-05	1000.0	9.600701404945804	1			
geneE_turn	geneE_{turn}	log10	1e-05	1000.0	0.12315322367476864	1			
geneF_act1	geneF_{act1}	log10	1e-05	1000.0	997.4099370779336	1			
geneF_act2	geneF_{act2}	log10	1e-05	1000.0	0.20291826879687427	1			
geneF_act3	geneF_{act3}	log10	1e-05	1000.0	20.660115470417466	1			
geneF_inh1	geneF_{inh1}	log10	1e-05	1000.0	3.617482634702939	1			
geneF_inh2	geneF_{inh2}	lin	0.0	1000.0	0.0	0			
geneF_inh3	geneF_{inh3}	lin	0.0	1000.0	0.0	0			
geneF_turn	geneF_{turn}	log10	1e-05	1000.0	36.782814506864185	1			
geneG_act1	geneG_{act1}	log10	1e-05	1000.0	631.4484263865241	1			
geneG_act2	geneG_{act2}	log10	1e-05	1000.0	55.842304078162314	1			
geneG_act3	geneG_{act3}	lin	0.0	1000.0	0.0	0			
geneG_inh1	geneG_{inh1}	lin	0.0	1000.0	0.0	0			
geneG_inh2	geneG_{inh2}	log10	1e-05	1000.0	0.017226968457892743	1			
geneG_inh3	geneG_{inh3}	log10	1e-05	1000.0	0.0007897107368561393	1			
geneG_turn	geneG_{turn}	log10	1e-05	1000.0	298.52886647117015	1			
geneH_act1	geneH_{act1}	lin	0.0	1000.0	0.0	0			
geneH_act2	geneH_{act2}	log10	1e-05	1000.0	89.4094400577504	1			
geneH_act3	geneH_{act3}	log10	1e-05	1000.0	999.9412754712622	1			
geneH_inh1	geneH_{inh1}	log10	1e-05	1000.0	999.9981572053387	1			
geneH_inh2	geneH_{inh2}	log10	1e-05	1000.0	18.933511673695488	1			
geneH_inh3	geneH_{inh3}	log10	1e-05	1000.0	218.4143173323931	1			
geneH_turn	geneH_{turn}	log10	1e-05	1000.0	0.9924320869860754	1			
geneI_act1	geneI_{act1}	log10	1e-05	1000.0	9.303635659463088	1			
geneI_act2	geneI_{act2}	lin	0.0	1000.0	0.0	0			
geneI_act3	geneI_{act3}	lin	0.0	1000.0	0.0	0			
geneI_inh1	geneI_{inh1}	lin	0.0	1000.0	0.0	0			
geneI_inh2	geneI_{inh2}	log10	1e-05	1000.0	318.827113851182	1			
geneI_inh3	geneI_{inh3}	log10	1e-05	1000.0	999.9843138025857	1			
geneI_turn	geneI_{turn}	log10	1e-05	1000.0	0.0032831256265693012	1			
geneJ_act1	geneJ_{act1}	lin	0.0	1000.0	0.0	0			
geneJ_act2	geneJ_{act2}	lin	0.0	1000.0	0.0	0			
geneJ_act3	geneJ_{act3}	lin	0.0	1000.0	0.0	0			
geneJ_inh1	geneJ_{inh1}	log10	1e-05	1000.0	0.4771051242546861	1			
geneJ_inh2	geneJ_{inh2}	log10	1e-05	1000.0	0.00991649496039282	1			
geneJ_inh3	geneJ_{inh3}	log10	1e-05	1000.0	0.008538578630725773	1			
geneJ_turn	geneJ_{turn}	log10	1e-05	1000.0	0.014037170066500617	1			
geneK_act1	geneK_{act1}	log10	1e-05	1000.0	0.012554063210037127	1			
geneK_act2	geneK_{act2}	log10	1e-05	1000.0	0.0002776594425461044	1			
geneK_act3	geneK_{act3}	lin	0.0	1000.0	0.0	0			
geneK_inh1	geneK_{inh1}	lin	0.0	1000.0	0.0	0			
geneK_inh2	geneK_{inh2}	log10	1e-05	1000.0	1.3522912907537312	1			
geneK_inh3	geneK_{inh3}	log10	1e-05	1000.0	2.4351754251128077	1			
geneK_turn	geneK_{turn}	log10	1e-05	1000.0	0.003604029209818295	1			
geneL_act1	geneL_{act1}	lin	0.0	1000.0	0.0	0			
geneL_act2	geneL_{act2}	log10	1e-05	1000.0	0.0004694942409468822	1			
geneL_act3	geneL_{act3}	lin	0.0	1000.0	0.0	0			
geneL_inh1	geneL_{inh1}	log10	1e-05	1000.0	1.2935506493249587	1			
geneL_inh2	geneL_{inh2}	log10	1e-05	1000.0	0.06205263895028685	1			
geneL_inh3	geneL_{inh3}	log10	1e-05	1000.0	0.13464770064123058	1			
geneL_turn	geneL_{turn}	log10	1e-05	1000.0	0.01495991445738674	1			
init_Rec	init_{Rec}	log10	1e-05	1000.0	1.835730222816878	1			
k_223	K_{223}	lin	0.0	3.0	0.0	0			
k_224	K_{224}	lin	0.0	3.0	0.0	0			
k_233	K_{233}	log10	1e-08	1000.0	0.14208587939579437	1			
k_234	K_{234}	log10	1e-08	1000.0	0.0003889824666675227	1			
k_244	K_{244}	log10	1e-08	1000.0	8.396750135689608e-06	1			
k_334	K_{334}	lin	0.0	3.0	0.0	0			
k_344	K_{344}	lin	0.0	3.0	0.0	0			
k_on_u	k_{on,u}	lin	0.0	3.0	0.0	0			
kdiss_SS	kdiss_{SS}	lin	0.0	3.0	0.0	0			
khomo2	khomo2	lin	0.0	3.0	0.0	0			
khomo3	khomo3	lin	0.0	3.0	0.0	0			
khomo4	khomo4	lin	0.0	3.0	0.0	0			
pRec_degind	pRec_{degind}	log10	1e-05	1000.0	0.041355281948720166	1			
sd_Bmp4_nExpID100	\sigma_{Bmp4,nExpID100}	log10	1e-05	1000.0	0.1371574547633816	1			
sd_Cxcl15_nExpID100	\sigma_{Cxcl15,nExpID100}	log10	1e-05	1000.0	0.1307906424220804	1			
sd_Dnmt3a_nExpID100	\sigma_{Dnmt3a,nExpID100}	log10	1e-05	1000.0	0.09414420183810739	1			
sd_Dusp5_nExpID100	\sigma_{Dusp5,nExpID100}	log10	1e-05	1000.0	0.10271240170698351	1			
sd_Jun_nExpID100	\sigma_{Jun,nExpID100}	log10	1e-05	1000.0	0.16021804175698448	1			
sd_Klf10_nExpID100	\sigma_{Klf10,nExpID100}	log10	1e-05	1000.0	0.11416339803146303	1			
sd_Pdk4_nExpID100	\sigma_{Pdk4,nExpID100}	log10	1e-05	1000.0	0.07181516618001221	1			
sd_Ski_nExpID100	\sigma_{Ski,nExpID100}	log10	1e-05	1000.0	0.09939573507760856	1			
sd_Skil_nExpID100	\sigma_{Skil,nExpID100}	log10	1e-05	1000.0	0.17011711876787847	1			
sd_Smad7_nExpID100	\sigma_{Smad7,nExpID100}	log10	1e-05	1000.0	0.06843904518071639	1			
sd_Sox4_nExpID100	\sigma_{Sox4,nExpID100}	log10	1e-05	1000.0	0.12283736185633952	1			
sd_Tgfa_nExpID100	\sigma_{Tgfa,nExpID100}	log10	1e-05	1000.0	0.07506179878305082	1			
