observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	observableTransformation
Ski		model1_data10	0.147376681270548	600		sd_Ski_nExpID100	log10
Ski		model1_data10	0.16980213878999	0		sd_Ski_nExpID100	log10
Ski		model1_data10	0.130811155495703	60		sd_Ski_nExpID100	log10
Ski		model1_data10	0.196358300215461	180		sd_Ski_nExpID100	log10
Ski		model1_data10	0.175236188326219	360		sd_Ski_nExpID100	log10
Ski		model1_data10	0.093833367434363	600		sd_Ski_nExpID100	log10
Ski		model1_data10	0.068139032069691	0		sd_Ski_nExpID100	log10
Ski		model1_data10	0.108693244502217	60		sd_Ski_nExpID100	log10
Ski		model1_data10	0.034735850308765	180		sd_Ski_nExpID100	log10
Ski		model1_data10	0.182163875100621	360		sd_Ski_nExpID100	log10
Ski		model1_data10	0.127943237400408	600		sd_Ski_nExpID100	log10
Skil		model1_data10	0.284667847613149	0		sd_Skil_nExpID100	log10
Skil		model1_data10	0.296294780547214	60		sd_Skil_nExpID100	log10
Skil		model1_data10	0.359579207731486	180		sd_Skil_nExpID100	log10
Skil		model1_data10	0.284918023556306	360		sd_Skil_nExpID100	log10
Skil		model1_data10	0.28905183359172	600		sd_Skil_nExpID100	log10
Skil		model1_data10	0.274236338893982	0		sd_Skil_nExpID100	log10
Skil		model1_data10	0.246193318714259	60		sd_Skil_nExpID100	log10
Skil		model1_data10	0.243482132922076	180		sd_Skil_nExpID100	log10
Skil		model1_data10	0.257643402617647	360		sd_Skil_nExpID100	log10
Skil		model1_data10	0.330610446959155	600		sd_Skil_nExpID100	log10
Skil		model1_data10	0.235215140881763	0		sd_Skil_nExpID100	log10
Skil		model1_data10	0.306718951017623	60		sd_Skil_nExpID100	log10
Skil		model1_data10	0.24669919553883	180		sd_Skil_nExpID100	log10
Skil		model1_data10	0.340417412982771	360		sd_Skil_nExpID100	log10
Skil		model1_data10	0.35784298190815	600		sd_Skil_nExpID100	log10
Dnmt3a		model1_data10	0.111766784190801	0		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.160183573806524	60		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.148508817773141	180		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.142725128214905	360		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.105838146917141	600		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.095795160041347	0		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.121473152119089	60		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.249560100200983	180		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.162498170753101	360		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.151108177631259	600		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.04691885288399	0		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.093899416244743	60		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	-0.016171365235419	180		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.137558169057021	360		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data10	0.105063105730614	600		sd_Dnmt3a_nExpID100	log10
Sox4		model1_data10	0.168789726936724	0		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.15879017799203	60		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.084674263402914	180		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.271238713473224	360		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.017190552093777	600		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.026858951273113	0		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.05161657823894	60		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.253022916923639	180		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.217567354359156	360		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.258135149106375	600		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.043409170829589	0		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.028647611092946	60		sd_Sox4_nExpID100	log10
Sox4		model1_data10	-0.041546746435531	180		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.166256193234064	360		sd_Sox4_nExpID100	log10
Sox4		model1_data10	0.122005941224805	600		sd_Sox4_nExpID100	log10
Jun		model1_data10	0.091385246532924	0		sd_Jun_nExpID100	log10
Jun		model1_data10	0.071041629742126	60		sd_Jun_nExpID100	log10
Jun		model1_data10	0.063258366195478	180		sd_Jun_nExpID100	log10
Jun		model1_data10	0.092120715772035	360		sd_Jun_nExpID100	log10
Jun		model1_data10	0.020370960758025	600		sd_Jun_nExpID100	log10
Jun		model1_data10	0.151555768265336	0		sd_Jun_nExpID100	log10
Jun		model1_data10	0.155069689289932	60		sd_Jun_nExpID100	log10
Jun		model1_data10	0.275999630538703	180		sd_Jun_nExpID100	log10
Jun		model1_data10	0.225618605595354	360		sd_Jun_nExpID100	log10
Jun		model1_data10	0.269281962964679	600		sd_Jun_nExpID100	log10
Jun		model1_data10	0.003846464988353	0		sd_Jun_nExpID100	log10
Jun		model1_data10	0.050291950687246	60		sd_Jun_nExpID100	log10
Jun		model1_data10	0.054100865885214	180		sd_Jun_nExpID100	log10
Jun		model1_data10	0.226528668101568	360		sd_Jun_nExpID100	log10
Jun		model1_data10	0.209945814357246	600		sd_Jun_nExpID100	log10
Smad7		model1_data10	0.063110636547967	0		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.098398522634489	60		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.06685174849461	180		sd_Smad7_nExpID100	log10
Smad7		model1_data10	-0.14497640460416	360		sd_Smad7_nExpID100	log10
Smad7		model1_data10	-0.014067819936086	600		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.076321748227668	0		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.095733734105113	60		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.105735762320883	180		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.128089910979432	360		sd_Smad7_nExpID100	log10
Smad7		model1_data10	-0.0461711159457	600		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.061230801657331	0		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.058339345185371	60		sd_Smad7_nExpID100	log10
Smad7		model1_data10	-0.029670537496951	180		sd_Smad7_nExpID100	log10
Smad7		model1_data10	0.14270174268236	360		sd_Smad7_nExpID100	log10
Smad7		model1_data10	-0.029281811550867	600		sd_Smad7_nExpID100	log10
Klf10		model1_data10	0.030778872961494	0		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.010383097877591	60		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.002733728105098	180		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.031579302983576	360		sd_Klf10_nExpID100	log10
Klf10		model1_data10	-0.040681040262393	600		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.117079236934943	0		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.004817826581647	60		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.068094300818483	180		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.024990361013953	360		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.031904227015092	600		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.052184244663993	0		sd_Klf10_nExpID100	log10
Klf10		model1_data10	-0.012813003997227	60		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.01646124956555	180		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.067491674883681	360		sd_Klf10_nExpID100	log10
Klf10		model1_data10	0.052756160833377	600		sd_Klf10_nExpID100	log10
Bmp4		model1_data10	0.157926041304154	0		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.261416252090261	60		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.125886257358358	180		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.211329163570627	360		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.106967928538776	600		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.140838281593511	0		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.266417602447144	60		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.099719902061786	180		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.251752772339515	360		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.315078212623001	600		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.129542711316728	0		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.206811155413805	60		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.033695077327276	180		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.149107552379911	360		sd_Bmp4_nExpID100	log10
Bmp4		model1_data10	0.219911855048382	600		sd_Bmp4_nExpID100	log10
Cxcl15		model1_data10	0.009667913599251	0		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.02841811491243	60		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.096200501072757	180		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.255745084291411	360		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.204785173917134	600		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	-0.031088521181551	0		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	-0.037071857251483	60		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.132981712045051	180		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.200796427773407	360		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.288023040747147	600		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.0055796164345	0		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	-0.044422463232893	60		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.103649406368628	180		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.23018538840553	360		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data10	0.260265000307012	600		sd_Cxcl15_nExpID100	log10
Dusp5		model1_data10	0.00663207301069	0		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	-0.026562556164846	60		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.089550659678393	180		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.198246104529163	360		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.068247326890546	600		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	-0.01872029855233	0		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	-0.155812260169032	60		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.108870100535492	180		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.149218478829437	360		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.128898686586873	600		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	-0.017789046591462	0		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	-0.147139446585571	60		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.035476611470783	180		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.196498058456591	360		sd_Dusp5_nExpID100	log10
Dusp5		model1_data10	0.164256248117969	600		sd_Dusp5_nExpID100	log10
Tgfa		model1_data10	-0.143555003132807	0		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	0.038764294480152	60		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.090561719865824	180		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.060241522457342	360		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.059333710026489	600		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.069602207399496	0		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	0.070530019399622	60		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	0.042440716239841	180		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	0.060168952664086	360		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.090776442081987	600		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.057423321727585	0		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	0.007860997465613	60		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.121909420271567	180		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	0.029967921217	360		sd_Tgfa_nExpID100	log10
Tgfa		model1_data10	-0.079558329229115	600		sd_Tgfa_nExpID100	log10
Pdk4		model1_data10	0.000283326888963	0		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.003090042305157	60		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.038825478939714	180		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.02428756887182	360		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.043895522287643	600		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	0.086330442968362	0		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.057402760506073	60		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.026723206527806	180		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.088674347061251	360		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	0.042585257041852	600		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	0.013010429434937	0		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.016717673618001	60		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.061149712390509	180		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.001391043243737	360		sd_Pdk4_nExpID100	log10
Pdk4		model1_data10	-0.03449630593598	600		sd_Pdk4_nExpID100	log10
Ski		model1_data11	0.047342085248376	0		sd_Ski_nExpID100	log10
Ski		model1_data11	0.031917698456502	60		sd_Ski_nExpID100	log10
Ski		model1_data11	0.135965079465672	180		sd_Ski_nExpID100	log10
Ski		model1_data11	0.199882901717984	360		sd_Ski_nExpID100	log10
Ski		model1_data11	0.134808906545792	600		sd_Ski_nExpID100	log10
Ski		model1_data11	0.016371084703855	0		sd_Ski_nExpID100	log10
Ski		model1_data11	0.122381020869246	60		sd_Ski_nExpID100	log10
Ski		model1_data11	0.224119969623984	180		sd_Ski_nExpID100	log10
Ski		model1_data11	0.256974503629796	360		sd_Ski_nExpID100	log10
Ski		model1_data11	0.183937778085954	600		sd_Ski_nExpID100	log10
Ski		model1_data11	0.088983237715482	0		sd_Ski_nExpID100	log10
Ski		model1_data11	0.113940779155253	60		sd_Ski_nExpID100	log10
Ski		model1_data11	0.165885582040691	180		sd_Ski_nExpID100	log10
Ski		model1_data11	0.138463196699157	360		sd_Ski_nExpID100	log10
Ski		model1_data11	0.113585834130798	600		sd_Ski_nExpID100	log10
Skil		model1_data11	0.242416718222183	0		sd_Skil_nExpID100	log10
Skil		model1_data11	0.359359285595798	60		sd_Skil_nExpID100	log10
Skil		model1_data11	0.295194627273125	180		sd_Skil_nExpID100	log10
Skil		model1_data11	0.301566551444617	360		sd_Skil_nExpID100	log10
Skil		model1_data11	0.222348387907991	600		sd_Skil_nExpID100	log10
Skil		model1_data11	0.14857055004801	0		sd_Skil_nExpID100	log10
Skil		model1_data11	0.157209856033529	60		sd_Skil_nExpID100	log10
Skil		model1_data11	0.312945720998271	180		sd_Skil_nExpID100	log10
Skil		model1_data11	0.426857183867529	360		sd_Skil_nExpID100	log10
Skil		model1_data11	0.374338066966073	600		sd_Skil_nExpID100	log10
Skil		model1_data11	0.182249106300057	0		sd_Skil_nExpID100	log10
Skil		model1_data11	0.230908706493014	60		sd_Skil_nExpID100	log10
Skil		model1_data11	0.296313476305593	180		sd_Skil_nExpID100	log10
Skil		model1_data11	0.358297736534047	360		sd_Skil_nExpID100	log10
Skil		model1_data11	0.307233205696965	600		sd_Skil_nExpID100	log10
Dnmt3a		model1_data11	0.025943768113855	0		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	-0.16095486551207	60		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.014206561544117	180		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.24015372647655	360		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.113023973654239	600		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.007717290944105	0		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.119399419224438	60		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.154560997116608	180		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.167767023048844	360		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.151265460177456	600		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.067402333678294	0		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.112919609625658	60		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.1520716706301	180		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.092826038261419	360		sd_Dnmt3a_nExpID100	log10
Dnmt3a		model1_data11	0.134393273860152	600		sd_Dnmt3a_nExpID100	log10
Sox4		model1_data11	0.086491751504637	0		sd_Sox4_nExpID100	log10
Sox4		model1_data11	-0.349502289615553	60		sd_Sox4_nExpID100	log10
Sox4		model1_data11	-0.225554344640888	180		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.07587882045689	360		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.091053916858326	600		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.020505739914673	0		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.083231513086116	60		sd_Sox4_nExpID100	log10
Sox4		model1_data11	-0.104430193186452	180		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.024000370627948	360		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.121823105728869	600		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.044580942096962	0		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.030516968041469	60		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.002285520698056	180		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.07108553221249	360		sd_Sox4_nExpID100	log10
Sox4		model1_data11	0.069277429986391	600		sd_Sox4_nExpID100	log10
Jun		model1_data11	0.144659068807329	0		sd_Jun_nExpID100	log10
Jun		model1_data11	0.045627755972249	60		sd_Jun_nExpID100	log10
Jun		model1_data11	0.092120715772035	180		sd_Jun_nExpID100	log10
Jun		model1_data11	0.109408350666196	360		sd_Jun_nExpID100	log10
Jun		model1_data11	0.074881570601798	600		sd_Jun_nExpID100	log10
Jun		model1_data11	0.023821210968192	0		sd_Jun_nExpID100	log10
Jun		model1_data11	0.172171416438183	60		sd_Jun_nExpID100	log10
Jun		model1_data11	0.249392331570176	180		sd_Jun_nExpID100	log10
Jun		model1_data11	0.363798931932761	360		sd_Jun_nExpID100	log10
Jun		model1_data11	0.304928720256769	600		sd_Jun_nExpID100	log10
Jun		model1_data11	0.074711614912794	0		sd_Jun_nExpID100	log10
Jun		model1_data11	0.131128021899895	60		sd_Jun_nExpID100	log10
Jun		model1_data11	0.169639312049861	180		sd_Jun_nExpID100	log10
Jun		model1_data11	0.190278707086548	360		sd_Jun_nExpID100	log10
Jun		model1_data11	0.240254520054144	600		sd_Jun_nExpID100	log10
Smad7		model1_data11	0.033305305734581	0		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.064134916349211	60		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.09182355637604	180		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.146391839432465	360		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.039988718073737	600		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.085282927691752	0		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.112594569947468	60		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.125574243432392	180		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.085279844108811	360		sd_Smad7_nExpID100	log10
Smad7		model1_data11	-0.020549338661412	600		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.05996501495832	0		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.0536988454128	60		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.10697670423938	180		sd_Smad7_nExpID100	log10
Smad7		model1_data11	0.023570184864932	360		sd_Smad7_nExpID100	log10
Smad7		model1_data11	-0.025741262134	600		sd_Smad7_nExpID100	log10
Klf10		model1_data11	0.083862763688775	0		sd_Klf10_nExpID100	log10
Klf10		model1_data11	-0.015235003453205	60		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.031423381059805	180		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.048721264901645	360		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.014363567165758	600		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.05587120992894	0		sd_Klf10_nExpID100	log10
Klf10		model1_data11	-0.002961583845454	60		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.081520825017864	180		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.142422139793191	360		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.095403369366907	600		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.074456552878702	0		sd_Klf10_nExpID100	log10
Klf10		model1_data11	-0.003605128158231	60		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.006467554430545	180		sd_Klf10_nExpID100	log10
Klf10		model1_data11	0.032416250202863	360		sd_Klf10_nExpID100	log10
Klf10		model1_data11	-0.000303801432292	600		sd_Klf10_nExpID100	log10
Bmp4		model1_data11	0.112042649864446	0		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	-0.306704907371543	60		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	-0.25253410646731	180		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.12268489124302	360		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.123951713468649	600		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.120771092836135	0		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.241795410321289	60		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	-0.086327533455955	180		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	-0.000522720916545	360		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.163581311293423	600		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.083963930631739	0		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.142886416597627	60		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.023337228832275	180		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.14138669140829	360		sd_Bmp4_nExpID100	log10
Bmp4		model1_data11	0.093463143317777	600		sd_Bmp4_nExpID100	log10
Cxcl15		model1_data11	-0.008251172146739	0		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	-0.416877621562565	60		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	-0.000220875767228	180		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.156887173947418	360		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.231612801110411	600		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	-0.062666972689022	0		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	-0.022961881802729	60		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.028025601573431	180		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.155393524529927	360		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.246234130539871	600		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	-0.024036257804266	0		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	-0.030444884169189	60		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.066596138239197	180		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.170639279671884	360		sd_Cxcl15_nExpID100	log10
Cxcl15		model1_data11	0.179018623627746	600		sd_Cxcl15_nExpID100	log10
Dusp5		model1_data11	-0.004583484972825	0		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	-0.20821335945551	60		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	0.055716227322544	180		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	0.201332207658438	360		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	0.146527025766557	600		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	-0.058064558378195	0		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	-0.11950834783051	60		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	-0.01738560555493	180		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	0.212920180637682	360		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	0.181849501238743	600		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	-0.040217334514733	0		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	-0.106662901390483	60		sd_Dusp5_nExpID100	log10
Dusp5		model1_data11	0.008025074830216	180		sd_Dusp5_nExpID100	log10
